"","Kills","Deaths","GoldEarned","TotalDamageDealt","MagicDamageDealt","PhysicalDamageDealt","TotalDamageDealtToChampions","TotalDamageTaken","MinionsKilled","WardsPlaced","TowerKills","LargestMultiKill","LargestKillingSpree","LargestCritStrike"
"1",-0.905736565632572,-0.787817155304152,-1.2759181429605,-0.99198991592956,-0.500838756264114,-0.683777140002573,-1.03520977533999,-1.06046170073976,-0.817544583482234,-0.290047407285384,-0.515306844910438,-0.791943433035067,-0.746961163488543,-0.486641439183164
"2",-0.00417145360472163,-0.670048539650376,-0.175995015350018,-0.27431431088369,-0.253310013672365,-0.156974880794015,-0.399705613379043,-0.146868035078258,-0.568370296545774,-0.233998880438513,0.00866060072752342,0.138377311605905,0.328888461142698,-0.471538392793855
"3",1.48294991641225,0.382129223694006,1.7536064783456,2.01712892148149,-0.276518378914673,2.25174183123751,1.66915698864602,0.752146959261828,1.57975577913999,-0.203933151525746,1.18625878424661,1.12336771414164,0.991111763140491,1.95776094094985
"4",-0.667489003019596,0.817035734054288,-0.728462775836647,-0.646051699681344,-0.227829695719384,-0.52581407497837,-0.578508333602141,0.182081058714898,-0.694539107456978,-0.224107156509512,-0.590629307363663,-0.52133828031425,-0.744667596545497,-0.489202416093739
"5",0.069778091012425,-0.0342714892015914,0.109713623845407,0.119441054188415,1.2988151128972,-0.700497221241912,0.28313117589191,-0.196643949434168,0.391819817368523,-0.209995117514104,-0.183722375071066,0.0331926162389086,0.0856353990930345,-0.60855900750747
"6",-0.782374093820416,0.0975708422962754,-0.176686960189087,-0.949890621916569,-0.263822911753191,-0.791501644297585,-0.563844254645317,0.204964814442297,-1.01509436935238,2.4398363406182,-0.443176702469293,-0.641946965459158,-0.729156646130255,-0.620838209952196
"7",-0.308905451991505,0.0740493225296601,-0.145066104815613,0.185203668775703,-0.595707891759743,0.587799097755129,-0.213979645844258,-0.232599526584044,0.620692747020725,-0.428380439687873,-0.157607832206325,-0.19382782511451,-0.289317420512622,0.86167649811757
"8",0.371091475299477,1.09033488080915,0.707590394208336,0.576532600727541,-0.0749237057021155,0.592645241770692,0.530924068458431,1.53446208948154,0.125889177316471,-0.018864962518709,-0.0597588024909026,0.176929611633365,0.0198777778024085,0.0603564554107966
"9",1.71170117457442,-0.582557962836122,0.742927832555283,0.250232903819173,0.735182990313013,-0.217094458069125,0.930035813667376,-0.168507091539286,0.33305102853224,-0.255464951804396,0.307745753492094,1.49164173858378,2.13534263221112,-0.338564107338466
"10",0.621770442142731,-0.622075634292621,0.499196704791181,0.562926062361551,-0.532642685323131,0.933029712564694,0.290168790064945,-0.394875900014363,0.798792387089748,-0.413229193198486,1.43819608541459,0.670700131720422,0.862643394485874,1.11179764073734
"11",1.11903930380346,0.554982792168185,1.31289616392883,1.22051721081026,2.96382295434236,-0.613567896845272,1.76310959935727,0.665156831335808,1.1179132487717,0.0109779204207385,0.150552837644222,0.683472516377435,0.609580557547307,-0.554423059414783
