"matchId","matchCreation","summonerId","championId","winner","firstBloodKill","firstTowerKill","firstTowerAssist","kills","assists","deaths","goldEarned","totalDamageDealt","magicDamageDealt","physicalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","minionsKilled","neutralMinionsKilled","totalTimeCrowdControlDealt","wardsPlaced","towerKills","largestMultiKill","largestKillingSpree","largestCriticalStrike","totalHeal"
456159589,1421842165348,8345238,25,1,0,0,0,3,12,1,7078,22855,16809,6045,8396,8650,21,0,105,24,1,2,3,0,261
456159589,1421842165348,1923916,2,1,1,1,0,17,7,4,12667,102781,30926,67096,24210,23077,122,5,541,6,1,2,6,0,2361
456159589,1421842165348,5264485,1,1,0,0,0,13,9,2,10801,77922,58116,19229,19703,8728,97,0,48,5,1,1,8,156,469
456169404,1421848101717,2464199,105,1,1,0,0,8,7,6,8171,36700,20665,15232,10416,10681,56,1,48,2,1,1,3,0,430
456169404,1421848101717,1517943,106,1,0,0,0,6,0,1,8036,59668,13915,45248,9770,11044,124,1,453,4,1,1,5,0,742
456169404,1421848101717,4090569,11,1,0,0,0,3,8,5,7806,78193,4208,65505,9624,14988,46,36,281,3,0,1,2,636,2364
456169404,1421848101717,3865420,222,1,0,1,0,5,5,3,7850,70928,652,70094,8743,6120,109,2,191,6,1,1,5,703,145
456169404,1421848101717,5514551,53,1,0,0,0,1,9,4,5771,17618,10565,6796,5465,8504,17,1,45,8,1,1,0,0,260
456169404,1421848101717,2093029,10,0,0,0,0,10,4,6,8333,59000,41508,16687,15869,15338,95,0,69,1,0,1,4,0,2603
456169404,1421848101717,4335489,75,0,0,0,0,1,3,4,5495,44306,8487,35818,7891,11378,100,1,1012,6,0,1,0,0,103
456169404,1421848101717,6462564,21,0,0,0,0,1,1,5,4085,23968,2478,21489,3322,7194,51,1,21,0,0,1,0,299,815
456169404,1421848101717,7741399,19,0,0,0,0,6,5,4,7185,58931,17614,30346,6504,20084,12,46,323,2,0,2,4,0,7488
456169404,1421848101717,3319765,412,0,0,0,0,1,1,4,4036,10276,6707,3568,3096,7517,9,1,74,27,0,1,0,0,314
456214042,1421855086727,11806539,11,1,1,0,0,4,2,3,7241,89954,11492,67990,5724,12872,30,63,228,2,0,1,4,613,2907
456214042,1421855086727,2641189,81,1,0,0,0,8,5,1,8268,70682,10560,60121,15279,10333,121,1,0,2,0,1,6,483,235
456214042,1421855086727,1484529,89,1,0,0,0,2,10,0,5596,15890,6447,7228,4188,8099,20,0,56,18,1,1,2,0,1255
456214042,1421855086727,6540615,421,1,0,0,0,6,2,1,8149,80292,6633,71880,7709,8971,129,3,166,6,2,1,3,0,2459
456214042,1421855086727,1282429,61,1,0,0,0,3,2,1,5136,25388,18457,6748,4749,3444,50,0,621,2,0,1,2,0,137
456214042,1421855086727,10190403,222,0,0,0,0,1,1,8,3790,22793,2101,20691,4159,9358,41,0,33,4,0,1,0,240,28
456214042,1421855086727,5880428,53,0,0,0,0,1,2,3,3507,12266,6415,4781,4830,8001,11,1,42,8,0,1,0,0,445
456214042,1421855086727,2488198,62,0,0,0,0,2,2,5,5186,30744,274,30063,8959,10972,73,0,12,3,0,1,2,0,126
456214042,1421855086727,3233173,268,0,0,0,0,0,1,3,4464,43699,38355,5344,3588,6790,85,0,80,0,0,0,0,0,180
456214042,1421855086727,620156,54,0,0,0,0,2,2,4,5614,59029,26830,20374,3871,11361,31,36,484,2,0,1,2,0,465
456221068,1421853417842,3217119,238,1,1,0,0,12,6,6,12860,113668,6252,106936,21579,19358,166,4,149,7,0,3,4,540,426
456221068,1421853417842,5496037,201,1,0,0,0,2,17,0,8614,17181,10144,5612,7283,10934,19,0,638,17,0,1,2,0,1541
456221068,1421853417842,1195442,51,1,0,1,0,2,8,2,11957,153224,1205,152019,10155,10294,225,3,22,2,4,1,0,1394,1309
456221068,1421853417842,2222896,254,1,0,0,0,9,6,2,12451,156647,7217,139310,17252,20709,29,81,624,5,1,2,4,648,569
456221068,1421853417842,5469350,41,1,0,0,0,8,14,5,12896,115559,31902,83656,20874,21132,147,4,1440,10,1,2,3,597,5238
456221068,1421853417842,985420,25,0,0,0,0,2,8,8,7832,59991,49216,9524,15382,19793,94,5,132,6,0,1,0,0,601
456221068,1421853417842,2435750,157,0,0,0,0,4,6,6,8732,93799,23382,69374,16028,19854,121,3,76,4,1,1,2,353,1171
456221068,1421853417842,10224074,18,0,0,0,0,5,3,5,8664,72634,19558,53075,9358,13690,125,1,114,6,1,2,2,468,471
456221068,1421853417842,12817250,5,0,0,0,0,2,6,6,6834,45596,8662,32403,5422,20430,18,25,75,3,0,1,0,0,2377
456221068,1421853417842,2541236,53,0,0,0,0,2,4,8,5647,16455,12020,4434,10202,15503,5,0,101,9,0,1,0,0,2241
456205956,1421854503956,3763297,222,1,1,1,0,9,2,1,8815,79670,1820,77849,9874,4880,140,0,24,4,3,2,7,571,546
456205956,1421854503956,4216032,11,1,0,0,1,1,1,2,5843,67975,4258,56073,3347,12796,32,30,224,2,1,1,0,725,2796
456205956,1421854503956,4397705,76,1,0,0,0,6,3,1,7291,68529,56750,11552,14894,7908,103,5,0,2,0,2,6,375,3462
456205956,1421854503956,7603651,64,1,0,0,1,3,1,0,5344,25501,8680,16453,4231,4759,41,3,258,3,0,2,3,0,0
456205956,1421854503956,2484397,53,1,0,0,0,1,9,1,5716,18382,11859,6522,8171,7162,12,0,56,11,0,1,0,0,1106
456205956,1421854503956,8313627,119,0,0,0,0,2,0,3,4577,22657,241,22415,3301,6777,42,0,94,1,0,1,0,0,1128
456205956,1421854503956,6663140,6,0,0,0,0,2,0,2,4849,45876,0,45528,6252,5963,77,2,38,5,0,1,0,0,0
456205956,1421854503956,5488173,79,0,0,0,0,1,2,5,3714,18666,12028,6325,4049,12173,32,1,138,4,0,1,0,293,1242
456205956,1421854503956,7313876,57,0,0,0,0,0,3,4,3884,33425,19921,7869,3969,15061,13,17,264,2,0,0,0,0,2144
456205956,1421854503956,891101,37,0,0,0,0,0,2,6,3403,12541,8888,3653,4831,9468,11,0,23,7,0,0,0,0,2094
456209166,1421855862104,7613406,42,1,0,0,1,14,16,1,17406,230930,97999,123976,34946,19725,218,26,109,5,3,2,14,912,3413
456209166,1421855862104,981315,126,1,0,1,0,11,18,5,13852,129829,11308,117287,37105,21818,125,12,206,9,3,1,3,0,1996
456209166,1421855862104,451954,64,1,0,0,0,5,23,5,13607,143116,35980,94298,13572,32262,52,66,886,30,0,1,3,0,6884
456209166,1421855862104,3227896,412,1,0,0,1,2,25,9,11430,27358,17125,10232,9344,29477,30,5,165,25,0,1,0,0,3880
456209166,1421855862104,3635546,76,1,0,0,1,7,8,7,12014,100369,86868,13150,13956,18857,137,3,14,3,0,1,3,680,6994
456209166,1421855862104,7405159,222,0,0,0,0,5,7,7,11659,146546,1612,144933,19705,18418,201,11,99,5,1,1,0,650,2943
456209166,1421855862104,1609172,238,0,0,0,0,7,5,8,10298,102196,5178,96322,20080,25916,123,19,185,12,0,3,5,0,362
456209166,1421855862104,8100473,12,0,0,0,0,1,15,9,8107,18823,11979,3261,7194,33979,21,0,233,21,0,1,0,0,7226
456209166,1421855862104,457405,68,0,1,0,0,6,11,5,11082,106867,91944,14923,31394,24989,139,6,874,6,1,2,6,0,1244
456209166,1421855862104,2368451,11,0,0,0,0,8,3,10,11519,132073,13671,105382,15553,30973,69,56,580,7,1,1,2,655,3764
456209697,1421856164086,3195240,99,0,0,0,0,2,3,11,6727,39547,30291,8515,10201,19474,42,0,194,6,0,1,0,0,1880
456209697,1421856164086,5650282,23,0,0,0,0,2,0,3,8788,112616,14509,97504,6339,27060,160,13,160,2,0,1,2,411,6192
456209697,1421856164086,4743115,102,0,0,0,0,1,2,5,6473,70167,36976,26749,3978,16699,26,35,164,4,0,1,0,0,146
456209697,1421856164086,536133,103,0,0,0,0,6,3,6,8303,75419,38251,14440,15687,16382,98,0,29,6,1,1,3,0,1057
456209697,1421856164086,7571299,18,0,0,0,0,1,1,6,6172,52696,14571,38125,7808,18011,74,8,29,7,0,1,0,502,255
456209697,1421856164086,4486233,68,1,0,0,0,2,2,0,8091,57722,45424,12298,4585,7882,78,3,354,2,1,1,2,0,2427
456209697,1421856164086,6811652,80,1,0,0,0,3,4,1,9779,112845,3880,106964,13100,11358,128,5,75,3,3,1,2,526,1250
456209697,1421856164086,991554,90,1,0,0,0,9,10,4,11681,85269,58563,25539,16169,10656,113,7,270,11,1,3,4,0,0
456209697,1421856164086,631351,51,1,1,0,1,14,13,1,15064,179187,1387,176237,34694,14821,195,5,237,1,1,1,8,1464,536
456209697,1421856164086,3514455,25,1,0,0,0,3,10,6,9342,27929,22434,5494,9549,16446,11,1,117,10,0,1,0,0,1144
456217384,1421856888442,3221778,101,0,0,0,0,2,2,5,5465,38223,32564,5659,5917,11885,74,0,94,4,0,1,0,0,1001
456217384,1421856888442,953622,222,0,0,0,0,3,2,10,7843,85344,15077,70190,9580,16675,137,12,52,6,0,1,0,529,230
456217384,1421856888442,4749795,62,0,0,0,0,3,2,7,6522,55951,956,54994,9448,14561,99,0,20,4,0,1,0,0,257
456217384,1421856888442,542482,5,0,1,0,0,1,1,4,5580,56518,7872,41098,6019,18448,21,34,448,6,0,1,0,0,2822
456217384,1421856888442,1300628,12,0,0,0,0,0,5,7,4596,25791,15618,8057,4112,17962,32,1,157,17,0,0,0,0,2776
456217384,1421856888442,3607900,104,1,0,0,1,14,11,2,12963,141922,419,141274,23073,12497,199,1,69,4,2,2,10,851,2075
456217384,1421856888442,1605861,59,1,0,0,1,4,13,1,8558,69240,9299,52821,9466,12236,10,40,298,7,2,1,4,442,969
456217384,1421856888442,3604419,38,1,0,0,0,11,7,2,10509,72570,49449,22573,14643,12994,121,4,100,6,1,2,8,0,1299
456217384,1421856888442,411785,58,1,0,0,0,4,5,2,10614,132759,20147,112266,9600,16187,202,15,102,9,0,2,4,0,3970
456217384,1421856888442,2905706,40,1,0,0,0,0,25,2,8536,14927,7438,7489,6630,9948,1,0,110,7,0,0,0,0,9388
456212150,1421853870412,7782139,89,1,0,0,0,0,21,6,9468,28014,9728,12983,6991,19769,36,0,85,18,0,0,0,0,2923
456212150,1421853870412,5189569,236,1,0,0,0,14,12,4,17531,227893,7842,218918,29956,21952,256,26,249,9,3,3,7,958,4057
456212150,1421853870412,3416090,31,1,0,0,0,7,11,3,13231,152711,122261,20140,25615,31117,197,3,772,8,2,1,4,0,6970
456212150,1421853870412,3847238,131,1,1,0,0,13,11,8,13067,105037,82557,21690,22181,22388,106,8,102,10,1,1,7,0,862
456212150,1421853870412,4352513,11,1,0,0,0,7,15,7,13811,166608,10416,138533,20036,26272,53,71,152,0,1,2,2,1088,2505
456212150,1421853870412,9475749,103,0,0,0,1,6,8,6,10011,72918,35650,18714,14935,19361,88,4,20,6,0,1,3,0,2161
456212150,1421853870412,9636403,80,0,0,1,0,7,9,12,10775,91057,12187,74815,13033,30435,56,21,274,3,2,3,3,619,822
456212150,1421853870412,3141231,57,0,0,0,0,3,11,9,10505,94039,78007,15713,21753,32000,139,0,619,7,0,1,3,0,3088
456212150,1421853870412,6100588,222,0,0,0,0,10,8,5,13129,158496,10578,147917,21076,17623,189,1,50,6,2,2,5,806,1489
456212150,1421853870412,5763398,25,0,0,0,1,2,17,9,8584,44414,40317,4096,21853,22071,33,0,117,25,0,1,2,0,3378
456194104,1421850374629,8763965,25,0,0,0,0,0,5,4,4230,13683,11101,2581,2968,8178,14,0,49,3,1,0,0,0,468
456194104,1421850374629,4271191,24,0,0,0,0,0,2,6,4683,32882,2554,29888,4731,14663,56,1,52,7,0,0,0,0,234
456194104,1421850374629,3781317,67,0,0,0,0,3,3,5,6407,47574,136,41979,6351,12195,85,5,56,2,0,1,2,309,268
456194104,1421850374629,1160957,7,0,0,0,0,8,1,3,8104,49549,36204,12954,9543,11839,92,8,34,5,0,1,4,0,706
456194104,1421850374629,2470776,59,0,0,0,0,0,6,5,5265,42896,10605,28991,4595,18355,10,29,202,5,0,0,0,0,1293
456194104,1421850374629,3253997,268,1,0,0,0,5,5,4,8412,85403,76607,8713,11153,11170,122,8,150,6,1,2,2,0,150
456194104,1421850374629,584848,51,1,1,0,1,6,5,2,9697,104766,518,103828,13041,7896,155,16,98,3,0,1,2,1149,0
456194104,1421850374629,762194,80,1,0,0,0,6,0,2,8944,73841,2201,71140,12245,8155,144,1,18,4,1,2,4,893,96
456194104,1421850374629,458669,113,1,0,0,0,5,6,2,8651,80900,51559,16731,8754,15514,24,52,477,9,0,1,4,0,1067
456194104,1421850374629,415990,43,1,0,1,0,1,12,1,7337,29443,18895,10548,6768,5731,7,3,200,12,2,1,0,0,80
456220739,1421853291386,9233818,1,0,0,0,0,7,6,7,9387,62962,48749,13843,9110,15464,108,2,53,6,1,3,4,0,0
456220739,1421853291386,1609808,267,0,0,0,0,2,12,6,7918,14108,9290,4817,5489,12398,10,2,117,15,0,1,0,0,5784
456220739,1421853291386,1412793,92,0,0,0,0,3,6,8,8716,82734,0,82290,6084,20862,125,7,45,5,0,2,2,0,458
456220739,1421853291386,656262,32,0,0,0,0,4,10,8,8987,89909,63941,11347,11360,29550,37,41,370,5,0,1,2,0,3268
456220739,1421853291386,4153792,15,0,0,0,0,3,8,7,9837,128269,5562,122023,17773,19591,166,12,126,9,2,1,2,571,1713
456220739,1421853291386,2875166,80,1,1,1,0,12,8,6,13725,140836,16087,123576,21488,19909,175,7,73,5,3,2,4,863,647
456220739,1421853291386,1982210,222,1,0,0,0,9,10,5,11658,124450,2127,121085,25068,13832,144,2,180,4,1,2,3,815,1870
456220739,1421853291386,4214952,40,1,0,0,0,1,21,1,9314,16653,10974,5678,6069,12043,12,1,105,13,0,1,0,0,5621
456220739,1421853291386,8090842,24,1,0,0,0,6,6,4,10249,97792,17836,70738,6885,16889,32,51,300,11,0,1,2,0,1137
456220739,1421853291386,4251137,99,1,0,0,0,8,15,3,11963,115240,99453,15787,22652,12612,142,6,228,6,1,2,4,0,824
456173446,1421847384812,4149414,119,0,0,0,0,3,5,10,5886,36600,0,36485,9060,15935,55,2,54,1,0,1,0,418,405
456173446,1421847384812,4350456,12,0,0,0,0,0,5,7,4062,21814,14389,5933,3713,18279,34,0,143,9,0,0,0,0,8052
456173446,1421847384812,9665231,5,0,0,0,0,2,4,7,4534,25986,6125,18999,7843,12998,32,0,236,4,0,1,0,0,921
456173446,1421847384812,3946087,103,0,0,0,0,5,3,5,6856,51630,26020,9190,12457,12846,89,0,29,6,0,1,4,0,1178
456173446,1421847384812,870926,33,0,0,0,0,1,7,2,5318,35323,18394,12823,5282,15394,26,21,399,0,0,1,0,0,1509
456173446,1421847384812,4426943,24,1,0,0,0,9,0,4,10311,117360,21439,94742,14686,16680,159,20,370,4,3,2,7,514,709
456173446,1421847384812,5511083,89,1,0,0,1,0,20,2,8326,30624,15264,8892,9052,13052,35,0,66,15,1,0,0,0,2429
456173446,1421847384812,3322285,115,1,0,0,0,3,7,2,8137,79223,66078,13144,13062,6815,119,6,209,2,1,1,3,0,644
456173446,1421847384812,4372281,254,1,1,0,0,5,12,1,8545,47420,5100,36878,6596,11911,10,29,221,3,0,2,3,0,1000
456173446,1421847384812,1123899,51,1,0,1,0,14,4,2,11493,106254,2980,103100,20899,10970,158,1,108,2,2,3,7,1284,1536
456157898,1421840695651,2243612,51,1,0,1,0,9,5,0,9748,83713,1919,81209,14211,3777,147,2,172,3,1,3,9,566,322
456157898,1421840695651,5625521,254,1,0,0,0,4,9,1,6641,56105,4907,43699,5994,11890,14,29,366,8,0,1,3,0,1191
456157898,1421840695651,3982793,412,1,0,0,1,1,10,2,5504,9015,6385,2629,3489,6473,10,1,46,16,0,1,0,0,375
456157898,1421840695651,851289,8,1,0,0,0,4,10,3,8147,68501,60887,7134,17047,12025,116,1,62,4,0,1,3,0,5644
456157898,1421840695651,448590,134,1,0,0,0,4,4,3,7297,74296,60855,13309,8152,6511,108,9,250,6,1,1,2,0,229
456157898,1421840695651,3700829,92,0,0,0,0,2,4,3,5793,48534,0,48534,7132,12025,83,6,50,5,0,1,0,0,0
456157898,1421840695651,3416367,81,0,0,0,0,1,3,5,5974,45356,5476,39735,4400,10851,117,1,12,3,0,1,0,0,508
456157898,1421840695651,5662258,53,0,0,0,0,1,3,6,3715,14583,8585,5998,4326,11121,12,0,34,3,0,1,0,0,845
456157898,1421840695651,2572301,113,0,1,0,0,2,5,4,5718,53730,39266,11051,4742,18386,20,37,245,3,0,1,0,0,1443
456157898,1421840695651,1981093,103,0,0,0,0,3,2,4,5868,52247,22536,13624,5626,10663,96,0,9,1,0,1,0,0,1048
456212343,1421853978982,4880908,7,1,0,0,0,8,9,3,7985,58212,46485,11227,12690,13434,88,3,62,1,0,2,4,0,770
456212343,1421853978982,4487729,254,1,0,0,0,8,12,1,9497,81494,5137,66736,12424,14130,15,47,684,5,1,2,7,0,946
456212343,1421853978982,641949,104,1,0,0,0,9,8,5,8804,74758,2119,72638,16962,10634,110,0,73,1,1,2,8,573,533
456212343,1421853978982,9848070,106,1,0,0,0,4,12,4,6902,31911,10825,18323,7619,15644,36,0,406,8,2,1,2,0,4044
456212343,1421853978982,5813707,31,1,1,1,0,7,5,0,8528,69272,44526,18981,10620,14320,133,1,200,0,1,1,7,0,4436
456212343,1421853978982,1686987,21,0,0,0,0,2,2,3,5646,35730,5106,30623,8376,9802,76,0,95,4,0,1,0,0,840
456212343,1421853978982,1100365,53,0,0,0,0,1,3,10,4574,17798,14032,3765,5642,16168,13,0,37,11,0,1,0,0,367
456212343,1421853978982,4973350,107,0,0,0,0,4,2,6,6163,48901,12011,31751,8599,18440,4,31,351,8,0,1,2,0,3420
456212343,1421853978982,5206773,82,0,0,0,0,4,2,8,7406,87770,81060,6709,16148,12793,114,3,10,4,1,1,2,0,1422
456212343,1421853978982,1230530,150,0,0,0,0,2,1,9,5177,38241,2290,35950,7709,16267,54,2,250,5,0,1,0,332,142
456200958,1421851815356,1100365,53,0,0,0,0,0,5,7,4533,13165,9908,3256,3667,15256,7,0,39,19,0,0,0,0,821
456200958,1421851815356,5273907,23,0,1,0,0,5,1,7,8116,98810,13517,85293,11727,24664,123,9,21,5,0,1,3,379,3752
456200958,1421851815356,3608962,10,0,0,0,0,1,2,7,6188,62462,37085,24936,4912,18325,118,0,35,12,0,1,0,0,1890
456200958,1421851815356,2523861,121,0,0,0,0,5,4,4,7828,83060,5799,71430,7645,22398,6,57,318,5,0,2,3,0,3088
456200958,1421851815356,5845101,18,0,0,0,0,3,1,4,7508,77041,30006,47034,8325,13288,124,2,45,5,0,1,0,288,0
456200958,1421851815356,8971744,5,1,0,0,0,6,5,5,9324,69841,5683,63694,12176,16870,92,3,80,4,4,2,5,346,4082
456200958,1421851815356,4603664,222,1,0,1,0,10,5,1,11511,119436,10974,108462,20769,8672,159,4,31,2,2,2,5,605,373
456200958,1421851815356,2879718,43,1,0,0,1,0,15,4,7769,26997,21223,5657,10757,9046,14,1,219,23,0,0,0,0,30
456200958,1421851815356,4541511,238,1,0,0,0,8,3,3,10843,115002,4179,109846,18250,11453,165,3,210,3,1,2,3,591,799
456200958,1421851815356,4726137,254,1,0,0,0,4,6,1,9284,92992,6560,80107,7312,15336,16,64,431,6,1,1,2,319,1281
456195358,1421850947039,3107160,114,1,0,1,0,15,5,5,13939,147606,2735,143012,26650,27754,159,17,141,7,2,2,6,887,1978
456195358,1421850947039,449231,45,1,0,0,0,8,9,7,10566,89291,75053,12798,24338,15834,95,4,120,5,1,1,3,0,672
456195358,1421850947039,647643,39,1,0,0,0,14,11,3,13184,116348,26795,67891,23979,30633,56,46,605,6,0,4,6,354,9835
456195358,1421850947039,3691515,15,1,0,0,0,4,8,3,13919,231952,0,231952,11321,13006,304,16,0,6,2,2,3,736,2722
456195358,1421850947039,3100591,25,1,0,0,0,2,13,6,8984,22705,18046,4658,10280,13482,14,0,114,13,0,1,0,0,60
456195358,1421850947039,2099601,222,0,1,0,0,8,6,9,11728,147746,3283,144463,19455,22519,181,20,59,4,1,1,2,755,399
456195358,1421850947039,2171019,89,0,0,0,0,0,8,7,6002,20336,10906,8437,7635,17450,25,0,58,14,0,0,0,0,1719
456195358,1421850947039,9031163,86,0,0,0,0,5,2,7,8142,56320,7740,48580,10191,22227,89,2,279,6,0,1,0,0,1405
456195358,1421850947039,5622040,32,0,0,0,0,5,7,8,9188,89191,60155,9382,15722,24178,27,54,238,11,0,1,0,0,2159
456195358,1421850947039,9155179,238,0,0,0,0,6,3,12,9393,95727,4087,90915,15974,25451,141,1,197,6,0,1,2,0,213
456214615,1421855339833,2144565,157,1,0,0,0,14,9,2,11970,119497,21924,97143,22534,11945,149,2,101,6,1,3,14,657,0
456214615,1421855339833,9647651,89,1,0,0,0,0,14,4,7191,14811,6014,6627,4402,12375,15,0,44,16,0,0,0,0,930
456214615,1421855339833,6721535,51,1,0,0,0,16,14,0,14237,132275,9153,123122,23134,7505,174,2,26,2,2,2,16,1032,1432
456214615,1421855339833,8840900,59,1,0,1,0,5,19,3,10916,92793,11022,74288,12313,17418,30,41,322,5,3,1,3,0,2273
456214615,1421855339833,5102063,91,1,0,0,0,8,16,6,10180,65753,375,64868,15374,16479,84,1,353,0,1,2,5,0,271
456214615,1421855339833,11739789,131,0,1,0,0,2,5,9,6329,42282,33668,8613,9326,17746,72,1,35,8,0,1,0,0,1341
456214615,1421855339833,6525263,106,0,0,0,0,4,1,7,7033,65950,23676,41280,7286,25598,99,2,579,0,0,1,3,0,1960
456214615,1421855339833,5022426,53,0,0,0,0,1,4,6,4975,32165,26066,6099,6759,15021,22,1,127,19,0,1,0,0,227
456214615,1421855339833,9165077,64,0,0,0,0,2,2,11,5523,32760,9349,19010,4147,20745,27,13,217,4,0,1,0,0,1251
456214615,1421855339833,2859168,110,0,0,0,0,6,0,11,8409,77067,10061,66746,12571,15540,135,0,137,2,0,3,3,441,165
456198399,1421852230129,3962019,412,0,0,0,0,3,19,11,10191,57568,48522,9046,15536,29990,50,3,210,8,0,1,2,0,3726
456198399,1421852230129,4043733,150,0,0,0,0,16,3,17,14840,190170,20508,167244,43521,47531,180,12,884,10,0,2,4,664,1347
456198399,1421852230129,4688119,2,0,0,0,0,4,11,16,10685,111194,3449,85376,16362,33447,85,23,379,5,1,1,0,0,2090
456198399,1421852230129,5821659,90,0,0,0,0,11,6,11,12261,115392,83685,30744,26150,31482,136,4,97,9,0,2,4,0,853
456198399,1421852230129,9433926,81,0,0,0,0,5,10,5,9644,77399,23297,54062,17275,20265,76,3,9,6,0,1,2,535,0
456198399,1421852230129,10021627,23,1,0,0,0,11,7,10,14398,162681,18157,143716,21567,38204,137,7,81,3,2,2,3,902,7140
456198399,1421852230129,3710634,15,1,0,1,0,17,12,9,18410,233003,17336,214954,39375,28233,230,6,216,7,3,2,6,950,1983
456198399,1421852230129,4116765,91,1,0,0,0,14,11,6,17571,203785,0,202081,36283,29910,172,43,667,3,1,1,4,1558,1488
456198399,1421852230129,1703287,33,1,1,0,0,8,18,5,14043,106187,51811,33355,15836,42300,40,23,671,11,0,1,4,0,7644
456198399,1421852230129,3523273,76,1,0,0,0,9,10,10,11788,61485,49284,11745,22433,25077,29,1,91,4,1,1,4,594,8055
456189833,1421851218003,5276080,42,1,1,0,0,4,8,1,8076,66930,25140,38570,5850,5171,145,1,45,2,1,1,2,438,1267
456189833,1421851218003,2388824,64,1,0,0,0,3,12,2,6945,50340,12428,33347,4993,12751,7,38,459,7,0,1,3,0,788
456189833,1421851218003,1680628,58,1,0,0,0,2,7,2,6801,52060,2731,48901,7772,11573,103,1,18,1,0,1,2,0,2448
456189833,1421851218003,4007397,55,1,0,1,0,15,4,0,10165,76068,65693,9916,19575,6390,122,0,4,10,2,3,15,0,612
456189833,1421851218003,3896444,53,1,0,0,0,3,7,1,6035,10826,7587,3239,4069,4611,8,1,66,17,0,1,3,0,425
456189833,1421851218003,3888557,92,0,0,0,0,3,0,5,6277,64589,0,64229,9550,10173,139,0,60,3,0,1,0,185,281
456189833,1421851218003,4342026,84,0,0,0,0,1,0,5,4705,39035,15257,23778,3317,10767,77,8,214,0,0,1,0,0,0
456189833,1421851218003,2092708,51,0,0,0,0,0,1,5,4913,45369,339,45030,3686,7366,114,0,11,5,0,0,0,0,96
456189833,1421851218003,5513312,33,0,0,0,0,2,1,7,5153,52640,26096,16628,5318,15750,5,47,334,1,0,2,2,0,1501
456189833,1421851218003,6551624,201,0,0,0,0,0,2,5,3761,10097,4199,3368,3130,9905,23,0,246,14,0,0,0,0,545
456169784,1421848306782,5789648,267,1,0,0,0,0,6,4,6759,10027,4484,5543,3543,6851,6,0,80,14,1,0,0,0,4736
456169784,1421848306782,3065518,13,1,0,0,0,0,3,2,7060,54814,32408,21926,6232,5622,99,0,267,6,0,0,0,0,490
456169784,1421848306782,451607,96,1,0,0,0,5,2,3,9505,85921,17741,66280,15426,12115,135,5,345,2,3,1,2,476,497
456169784,1421848306782,5887627,91,1,0,0,0,5,3,7,9022,76891,83,76166,8974,15047,110,0,544,4,1,1,3,0,473
456169784,1421848306782,3863642,19,1,0,0,0,3,3,1,9203,106634,32824,60366,7154,23162,45,59,609,4,1,2,2,0,11669
456169784,1421848306782,525309,1,0,1,0,0,10,0,3,9356,81524,70427,10268,14579,10980,137,7,96,0,0,3,5,0,259
456169784,1421848306782,3518171,150,0,0,0,0,1,2,2,6223,61020,2054,58965,6163,10137,111,0,348,4,0,1,0,316,389
456169784,1421848306782,4705927,25,0,0,0,0,2,6,1,6514,24591,20600,3990,6253,7893,32,0,109,14,0,1,2,0,1352
456169784,1421848306782,6725421,222,0,0,0,0,2,4,3,6501,50358,679,49679,5852,10129,104,1,53,4,1,1,2,609,215
456169784,1421848306782,5216376,33,0,0,0,0,2,6,4,6404,54339,22795,21084,5924,18399,20,33,394,9,0,1,0,0,1520
456217136,1421856767673,2082390,25,1,0,0,0,2,14,6,9537,28340,22240,6100,8614,12591,31,0,96,21,1,1,2,0,20
456217136,1421856767673,2552870,238,1,0,0,0,4,7,4,11910,134694,7724,126254,12343,16059,173,25,257,2,3,1,2,502,950
456217136,1421856767673,665623,54,1,0,0,0,10,11,4,11025,59451,31781,20544,15461,17633,7,28,570,2,0,2,4,0,205
456217136,1421856767673,4593795,82,1,0,1,0,8,7,8,12318,146733,130499,15180,18785,13560,170,8,78,7,2,3,4,0,1882
456217136,1421856767673,1334265,42,1,0,0,0,7,13,6,12779,120394,29133,85618,23743,18955,173,9,104,8,2,1,2,941,751
456217136,1421856767673,5457804,89,0,1,0,0,1,12,4,6671,17413,7972,5284,5306,19428,27,0,70,19,0,1,0,0,3481
456217136,1421856767673,5449681,39,0,0,0,0,8,4,7,10629,94365,1946,83712,12890,23017,143,3,55,8,1,1,2,421,4766
456217136,1421856767673,1524151,84,0,0,0,0,12,3,8,10829,76526,25970,50073,15233,21344,114,0,91,1,0,4,4,0,389
456217136,1421856767673,3765317,80,0,0,0,0,4,14,9,9349,66839,8149,51360,12456,23056,19,34,218,6,0,1,2,603,931
456217136,1421856767673,2360756,51,0,0,0,0,3,8,3,9972,121638,2564,118862,14302,13621,168,3,113,6,0,1,2,815,0
456218971,1421857609618,1496469,55,0,0,1,0,4,6,9,10693,116611,105073,11144,12436,22480,177,2,1,7,1,1,0,0,931
456218971,1421857609618,9836586,5,0,0,0,0,1,5,4,8130,75051,11749,57275,7797,20652,43,33,159,7,0,1,0,469,2943
456218971,1421857609618,3910626,267,0,0,0,0,1,14,9,9726,31086,23774,7312,9059,24030,24,1,265,19,0,1,0,0,5929
456218971,1421857609618,2061204,81,0,0,0,0,7,3,6,12249,140599,11174,128198,16681,20367,203,15,176,3,0,3,3,859,309
456218971,1421857609618,5474738,58,0,0,0,0,7,7,4,11875,144205,39734,103329,22580,35588,180,17,359,12,0,2,6,0,7095
