"matchId","matchCreation","summonerId","championId","winner","firstBloodKill","firstTowerKill","firstTowerAssist","kills","assists","deaths","goldEarned","totalDamageDealt","magicDamageDealt","physicalDamageDealt","totalDamageDealtToChampions","totalDamageTaken","minionsKilled","neutralMinionsKilled","totalTimeCrowdControlDealt","wardsPlaced","towerKills","largestMultiKill","largestKillingSpree","largestCriticalStrike","totalHeal"
456208663,1421855626713,991805,89,0,0,0,0,2,10,8,6811,23806,17447,5825,10145,19848,23,0,240,3,0,1,0,0,2034
456164658,1421845370747,3352594,1,1,0,0,0,5,16,3,10747,89203,70156,18725,18979,13357,134,1,82,1,0,3,3,0,0
456164658,1421845370747,2291304,17,1,0,1,0,12,4,6,11869,103778,67585,35976,26933,14358,136,1,309,6,4,1,7,0,511
456164658,1421845370747,6280694,37,1,0,0,0,3,19,5,9683,20890,15190,5700,8197,10949,7,0,28,17,0,1,2,0,7750
456164658,1421845370747,1991270,104,1,0,0,0,11,7,6,13212,142870,10097,131631,21985,13739,183,8,334,5,3,2,4,742,0
456164658,1421845370747,4007113,121,1,0,0,0,5,11,5,10257,106380,6309,89395,10692,22979,23,59,742,3,1,2,3,0,3224
456164658,1421845370747,4689238,412,0,0,0,0,1,12,4,7225,20103,12063,6949,8071,16321,39,0,70,22,0,1,0,0,1115
456164658,1421845370747,12522617,114,0,1,0,0,9,3,10,9440,77422,443,76456,14396,26745,100,6,0,4,1,1,3,0,1373
456164658,1421845370747,2614342,67,0,0,0,0,9,3,7,11211,92505,72,82448,14942,20005,166,2,149,5,0,2,3,481,2023
456164658,1421845370747,762987,77,0,0,0,0,5,2,10,8343,52311,7255,39032,5993,29295,51,19,198,1,0,2,2,0,2073
456164658,1421845370747,3632241,99,0,0,0,0,1,4,5,7413,71293,54465,16287,10822,12405,126,3,392,9,0,1,0,0,181
456219724,1421857941622,5660177,105,0,1,0,0,13,3,6,9949,60255,46389,13437,13373,15244,72,9,130,6,0,2,5,172,218
456219724,1421857941622,1489426,81,0,0,0,0,2,7,4,9228,96672,21393,75278,13590,12733,173,0,0,5,1,1,0,558,239
456219724,1421857941622,5038824,76,0,0,0,0,0,5,4,6203,19837,16937,2900,10549,9558,9,0,27,10,0,0,0,150,2577
456219724,1421857941622,1918860,127,0,0,0,0,5,2,5,8074,87891,76695,11195,12842,12659,111,5,264,6,1,1,2,0,377
456219724,1421857941622,478402,254,0,0,0,0,1,8,5,7995,90402,3010,81635,8152,14390,63,38,448,7,1,1,0,0,460
456219724,1421857941622,1141082,80,1,0,0,1,5,8,4,7732,44757,5279,34948,8946,13288,10,28,142,5,0,1,2,458,366
456219724,1421857941622,4045900,267,1,0,0,0,0,12,4,7188,17214,11495,5718,5617,10732,13,0,135,20,0,0,0,0,5101
456219724,1421857941622,3622661,1,1,0,0,0,4,11,4,8993,55294,44643,9817,11082,14120,104,5,71,5,0,1,0,0,837
456219724,1421857941622,5460620,75,1,0,0,0,7,5,3,11369,134708,40627,94080,10797,20663,184,11,733,4,2,2,5,1132,0
456219724,1421857941622,4641773,222,1,0,0,1,8,8,6,11210,120263,6182,113847,14995,14646,152,15,87,6,3,2,3,691,890
456208101,1421855382282,6634130,64,1,0,0,0,2,5,3,7127,62622,15306,39302,4583,16067,28,32,427,8,1,1,0,0,200
456208101,1421855382282,2967855,67,1,0,0,0,3,2,3,8507,80273,0,73461,8062,11128,150,8,129,5,1,1,3,435,1639
456208101,1421855382282,646374,53,1,0,0,0,2,6,1,6037,21741,17299,4442,5316,9008,14,0,50,26,0,1,2,0,856
456208101,1421855382282,1786481,61,1,0,0,0,3,6,0,9312,97323,80588,16560,10883,6929,183,4,755,8,1,1,3,0,1254
456208101,1421855382282,1788023,58,1,0,0,1,3,7,5,8131,74050,4953,69096,12509,24095,122,4,296,4,1,1,2,0,3870
456208101,1421855382282,2117391,15,0,1,0,0,1,0,1,5578,31536,67,31469,2913,1924,93,0,3,2,0,1,0,0,441
456208101,1421855382282,1352877,267,0,0,0,0,0,6,2,5776,19948,14464,5483,9189,9989,12,0,178,11,0,0,0,0,4891
456208101,1421855382282,1071276,60,0,0,0,0,4,5,4,7021,67768,39383,22297,9321,18357,22,41,198,7,0,1,4,0,1301
456208101,1421855382282,4541248,150,0,0,0,0,3,3,5,7258,71331,4113,67217,13535,16429,105,3,425,9,1,1,2,476,1162
456208101,1421855382282,418383,25,0,0,0,0,4,2,1,7986,79697,66290,12529,15025,6943,140,9,100,7,1,1,2,0,918
456185952,1421848969984,2518519,104,0,0,0,0,2,4,3,7204,77286,3390,72779,15284,13887,129,11,167,6,0,1,0,514,2105
456185952,1421848969984,1864457,92,0,0,0,0,1,4,6,6130,62374,119,62255,7620,15234,108,6,63,4,0,1,0,0,240
456185952,1421848969984,4355976,19,0,0,0,0,4,1,6,6453,54468,21805,28587,4422,21773,10,48,423,6,0,1,2,0,6399
456185952,1421848969984,808204,89,0,0,0,0,0,3,5,4390,18504,11212,5840,1918,17464,26,1,43,13,0,0,0,0,990
456185952,1421848969984,772943,157,0,0,0,0,3,3,8,7293,84128,24676,58881,8746,14686,136,0,72,7,0,2,2,324,443
456185952,1421848969984,5855089,76,1,1,0,0,10,10,0,10988,100559,78011,22242,18183,6764,132,7,0,2,0,2,10,503,5756
456185952,1421848969984,1902724,42,1,0,0,0,4,14,3,9783,72903,15308,53234,16338,13116,103,4,0,5,1,1,2,467,1995
456185952,1421848969984,1905561,59,1,0,0,0,4,13,0,9829,90237,14963,68593,10207,12768,38,48,751,2,3,1,4,0,840
456185952,1421848969984,2193166,412,1,0,0,0,2,7,4,7353,21817,11992,9824,5551,13199,22,0,125,13,1,1,0,0,639
456185952,1421848969984,1956123,24,1,0,0,0,8,1,3,11258,112530,16660,95870,11314,15801,190,5,64,4,3,2,5,447,955
456175062,1421848855720,4083256,222,0,1,0,0,5,0,11,7694,68020,1853,65877,12678,14740,98,2,72,6,0,2,2,510,246
456175062,1421848855720,7601633,53,0,0,0,1,0,6,7,5794,18932,11848,7083,6991,12492,14,1,52,8,0,0,0,0,550
456175062,1421848855720,2983732,102,0,0,0,0,1,4,3,6553,66014,39944,22042,8693,15604,39,24,437,6,0,1,0,0,703
456175062,1421848855720,2897321,103,0,0,0,0,3,0,4,6024,39768,18170,9753,9633,9509,69,0,79,6,0,2,2,0,560
456175062,1421848855720,5693593,17,0,0,0,0,0,1,9,5092,31809,18034,13685,5339,13402,62,0,122,3,0,0,0,0,64
456175062,1421848855720,8402937,86,1,0,0,0,4,6,1,7586,41268,1821,39447,6706,18105,75,1,89,2,2,1,3,102,0
456175062,1421848855720,514656,67,1,0,0,0,9,5,3,9048,67860,3330,60317,12676,12047,113,4,18,3,2,1,6,350,674
456175062,1421848855720,2301747,5,1,0,0,0,9,6,3,9085,71921,18869,45619,8036,18013,36,30,353,5,1,1,7,0,3717
456175062,1421848855720,3933887,89,1,0,0,0,0,17,3,8448,44575,22273,18664,7822,16582,67,4,82,15,0,0,0,0,1932
456175062,1421848855720,1187532,61,1,0,0,0,11,6,1,10647,103270,87550,14388,17664,9153,143,9,1534,5,1,1,10,0,763
456195369,1421850947189,10086802,89,1,0,0,0,4,14,4,8868,29716,14501,11503,6299,19125,32,0,91,7,0,2,3,0,3703
456195369,1421850947189,4722349,236,1,0,0,0,6,4,6,10329,77695,2858,74837,12534,12837,140,1,0,4,2,2,2,579,0
456195369,1421850947189,5781471,92,1,0,0,0,21,8,6,15445,127564,299,126138,30191,18365,157,0,76,6,3,2,6,1180,709
456195369,1421850947189,4118419,133,1,1,1,0,18,10,6,15573,147471,14911,131351,37404,18405,159,0,135,6,4,2,6,1146,0
456195369,1421850947189,2108632,113,1,0,0,0,2,13,6,10538,123890,85919,23890,6578,24287,59,49,653,7,0,1,0,0,2285
456195369,1421850947189,891993,84,0,0,0,0,5,3,10,8254,63882,26759,36191,14291,25990,87,5,547,9,0,2,2,0,324
456195369,1421850947189,1528703,13,0,0,0,0,3,4,15,6161,29234,21039,8194,10121,23943,29,3,34,3,0,1,0,0,1199
456195369,1421850947189,934215,21,0,0,0,0,8,7,10,11257,102542,20324,81805,15509,19548,146,11,172,1,2,1,3,653,587
456195369,1421850947189,6763937,99,0,0,0,0,7,11,7,9704,45265,39249,6015,14110,14450,45,0,166,7,0,1,3,0,60
456195369,1421850947189,1194754,19,0,0,0,0,4,6,9,8864,85795,34150,46210,9278,33216,29,54,356,2,0,1,0,0,11599
456161436,1421843412321,3925775,236,1,0,1,0,7,9,3,11371,125618,14295,110839,19346,12888,182,5,92,2,3,2,3,576,1884
456161436,1421843412321,4906280,150,1,0,0,0,3,4,2,8404,89992,5412,84580,15561,11530,136,2,388,4,1,1,2,505,186
456161436,1421843412321,8330443,64,1,0,0,0,5,14,3,10055,75154,18668,51309,14592,15967,38,34,532,6,0,2,2,0,476
456161436,1421843412321,3607372,201,1,0,0,0,6,17,4,9669,22837,9700,9522,9772,21664,19,1,545,14,1,1,4,0,1378
456161436,1421843412321,6352151,8,1,1,0,0,11,8,5,10336,76263,67827,7701,22453,14611,95,0,61,9,0,2,4,0,6286
456161436,1421843412321,5474309,86,0,0,0,0,3,0,3,7584,85408,18222,67185,10160,20950,143,0,130,4,1,2,2,127,0
456161436,1421843412321,4382942,51,0,0,0,0,4,6,6,7514,72210,1299,70847,15238,14918,85,12,38,10,0,1,2,896,0
456161436,1421843412321,5455420,105,0,0,0,0,5,3,7,6656,30325,19500,10206,11584,15297,51,0,60,8,0,1,2,0,0
456161436,1421843412321,5290772,19,0,0,0,0,2,6,9,6981,65844,23320,36298,8671,29229,44,24,131,4,0,1,0,0,8763
456161436,1421843412321,2624073,53,0,0,0,0,2,4,7,5413,17116,11247,5589,7873,19856,7,2,41,14,0,1,0,0,1662
456218680,1421857465041,3424456,53,1,0,0,1,0,14,2,5909,16703,11529,4813,6663,7940,9,0,21,4,0,0,0,0,975
456218680,1421857465041,2525315,80,1,1,0,0,6,4,0,8346,68802,1611,67190,11867,8422,130,0,19,6,0,2,6,569,26
456218680,1421857465041,3859570,222,1,0,1,0,5,6,3,7422,52656,361,52016,9562,8081,95,3,107,5,1,1,3,560,645
456218680,1421857465041,602805,103,1,0,0,0,9,3,3,9014,60858,32170,12602,13467,8534,111,5,61,5,3,2,4,0,1390
456218680,1421857465041,4759678,421,1,0,0,1,4,9,1,7069,45601,9211,31905,6223,11642,3,30,234,7,1,1,2,0,1923
456218680,1421857465041,4091497,64,0,0,0,0,0,2,5,5023,47089,13962,33126,4790,12879,98,2,37,6,0,0,0,0,125
456218680,1421857465041,3875065,104,0,0,0,0,4,2,3,7246,64319,1753,62565,6905,8256,135,1,60,2,1,2,3,495,0
456218680,1421857465041,4460719,41,0,0,0,0,4,2,5,6469,50593,18470,31428,10236,12312,96,3,1105,6,0,1,2,340,2303
456218680,1421857465041,6404475,107,0,0,0,0,1,2,4,5096,43008,9434,30282,2995,14166,10,34,295,2,0,1,0,0,762
456218680,1421857465041,539232,89,0,0,0,0,0,5,7,4388,9156,3670,3431,3537,12711,17,0,36,14,0,0,0,0,761
456205213,1421854111998,5670780,81,0,0,0,0,1,10,8,8903,100976,23154,76748,14087,17798,143,8,554,8,1,1,0,0,1534
456205213,1421854111998,5824492,106,0,0,0,0,6,4,7,8373,54967,19293,35673,24183,35644,84,0,428,5,1,1,2,0,1713
456205213,1421854111998,3560163,31,0,0,0,0,5,7,6,8830,92129,59831,15644,11840,27566,42,42,528,6,0,1,3,0,4466
456205213,1421854111998,3664376,92,0,0,0,0,9,2,7,10682,102956,0,102026,17169,16134,160,0,96,2,0,1,3,0,461
456205213,1421854111998,1101265,40,0,0,0,0,0,11,8,7175,14662,10873,3789,3700,14339,21,0,126,17,1,0,0,0,3342
456205213,1421854111998,4865383,38,1,0,0,0,7,10,7,10360,87049,64388,21742,16854,22066,140,8,133,6,0,1,3,0,829
456205213,1421854111998,1230847,64,1,1,0,0,17,9,4,13796,120439,27347,84889,22789,21955,62,49,517,6,1,3,6,0,574
456205213,1421854111998,5217912,114,1,0,1,0,5,8,3,11111,150925,1990,148281,23730,24170,192,13,86,10,2,2,4,551,2653
456205213,1421854111998,4064275,51,1,0,0,0,2,10,6,9799,109613,8342,101270,16923,12394,173,3,36,0,0,1,0,1016,719
456205213,1421854111998,2931343,412,1,0,0,0,5,21,2,9794,26747,18309,8163,13299,17663,33,0,180,22,1,2,3,0,2036
456211882,1421853695444,3507981,62,0,0,0,0,5,1,4,6917,57973,1894,55476,11238,12198,112,0,21,5,1,1,3,0,409
456211882,1421853695444,7584936,238,0,0,0,0,3,3,6,5695,42146,2349,39157,4121,13249,71,0,150,5,0,2,0,0,881
456211882,1421853695444,5795584,81,0,0,0,0,0,2,4,4771,43405,4861,38544,4537,8567,85,0,2,4,0,0,0,0,46
456211882,1421853695444,10251230,5,0,0,0,0,3,1,5,5435,49174,8938,35909,5139,18955,15,32,432,5,0,1,3,0,3529
456211882,1421853695444,4747801,53,0,0,0,0,1,0,4,3656,10665,6847,3818,4172,9076,13,0,12,16,0,1,0,0,960
456211882,1421853695444,9304753,157,1,0,0,0,6,8,4,8697,84014,20110,63294,11265,9782,122,4,114,6,0,2,2,535,0
456211882,1421853695444,5802544,25,1,0,0,0,1,10,1,5695,13260,9073,4186,4295,5194,5,1,50,15,0,1,0,0,60
456211882,1421853695444,4148644,126,1,0,0,0,4,7,4,7435,62112,4269,57843,12305,9290,89,4,63,4,0,2,2,435,0
456211882,1421853695444,522063,51,1,0,1,0,7,6,0,9335,86024,845,85178,11309,4946,155,4,21,4,3,3,7,698,207
456211882,1421853695444,3690072,64,1,1,0,0,5,9,4,7050,45220,11632,28677,6497,15078,16,19,415,12,0,1,4,0,869
456189142,1421850838518,2456622,104,1,1,0,1,8,1,0,9018,78504,1636,76690,7535,4444,125,12,115,6,0,2,8,565,346
456189142,1421850838518,3104104,114,1,0,0,0,2,1,2,7202,74799,206,74593,4931,8854,138,0,10,3,2,1,2,575,572
456189142,1421850838518,654734,90,1,0,0,0,5,4,3,7744,59413,38733,19933,16792,11739,105,0,82,8,0,1,3,0,202
456189142,1421850838518,790719,53,1,0,1,0,0,4,1,5710,28697,12471,13373,2436,6730,46,2,38,9,2,0,0,0,1711
456189142,1421850838518,4892246,11,1,0,0,0,1,2,3,7086,100730,11408,78308,2692,16364,34,65,362,2,1,1,0,615,2192
456189142,1421850838518,1996976,7,0,0,0,0,6,0,4,5803,33840,23069,10096,12200,11274,50,3,71,3,0,1,3,0,151
456189142,1421850838518,6840891,122,0,0,0,0,1,2,4,5732,60971,3193,56210,6252,11236,122,0,44,1,0,1,0,0,74
456189142,1421850838518,9511302,19,0,0,0,0,0,2,5,4560,46747,15152,26618,3657,18895,6,40,276,1,0,0,0,0,5127
456189142,1421850838518,642200,81,0,0,0,0,2,1,2,5766,52055,11045,40799,6727,5828,113,0,21,5,0,1,2,247,114
456189142,1421850838518,7921545,89,0,0,0,0,0,0,1,3034,773,299,397,183,1820,1,0,2,2,0,0,0,0,35
456157636,1421840427645,3602211,238,1,1,0,0,8,9,10,13135,124864,5463,118233,20592,23953,153,3,149,4,0,1,2,566,906
456157636,1421840427645,4086269,75,1,0,1,0,10,16,5,15706,156970,47136,109833,38836,35301,182,6,367,8,4,2,5,0,1093
456157636,1421840427645,2250067,5,1,0,0,1,6,12,7,12956,140210,38070,91679,16521,35350,63,46,436,9,0,1,2,0,7165
456157636,1421840427645,5772604,222,1,0,0,0,12,7,9,16151,214052,1006,211925,26513,21951,226,21,466,8,3,4,5,827,2966
456157636,1421840427645,3140699,1,1,0,0,0,0,13,9,9408,32184,26527,5657,8283,21441,32,2,39,14,0,0,0,0,40
456157636,1421840427645,2649142,11,0,0,0,0,16,8,12,16379,202813,12273,180216,39381,32509,217,5,75,9,3,3,4,1235,1235
456157636,1421840427645,3105615,77,0,0,0,0,8,15,8,12750,101789,7764,81647,18892,36459,28,57,693,8,0,1,2,551,1026
456157636,1421840427645,1270835,8,0,0,0,0,6,8,7,12546,151383,134992,15108,16866,29401,161,9,446,8,0,1,3,0,8291
456157636,1421840427645,1646859,67,0,0,0,0,8,11,6,14666,170366,16675,140570,22198,19578,219,16,117,10,2,2,3,756,0
456157636,1421840427645,1177692,53,0,0,0,0,2,13,3,10861,44955,36046,8908,9783,19365,27,0,266,20,1,1,0,0,1417
456203131,1421853004752,1285144,55,0,0,0,0,5,4,7,6251,37905,33633,4146,8377,13217,79,0,0,5,0,2,2,0,182
456203131,1421853004752,4161151,15,0,0,0,0,0,7,9,4657,28195,0,28195,6714,12853,56,1,0,2,0,0,0,0,57
456203131,1421853004752,5028797,53,0,0,0,0,3,7,7,5099,9314,5778,3536,5274,13783,12,1,29,7,0,1,2,0,2069
456203131,1421853004752,3449208,131,0,0,0,0,5,1,9,5232,28045,18060,6621,5943,12723,10,16,103,2,0,1,2,0,142
456203131,1421853004752,2107668,31,0,0,0,0,2,5,5,5440,38527,23253,11577,5563,12809,59,4,289,2,0,1,0,0,1512
456203131,1421853004752,2982368,119,1,0,1,0,9,9,5,10579,89417,6909,82508,14118,13247,139,1,42,2,4,2,4,750,986
456203131,1421853004752,1857048,89,1,0,0,1,1,18,3,7254,23737,8707,10120,6839,12183,30,0,88,14,0,1,0,0,2094
456203131,1421853004752,5938582,64,1,1,0,0,6,3,3,8151,80174,29971,49718,9281,10507,97,8,453,6,1,1,4,0,281
456203131,1421853004752,951443,103,1,0,0,0,13,4,1,10130,72859,38178,14343,19819,7838,109,5,14,10,1,3,11,0,2042
456203131,1421853004752,2529016,254,1,0,0,0,8,5,3,8103,60139,5416,49488,8142,13481,4,40,324,0,0,3,4,389,988
456199593,1421852829848,2271267,18,0,0,0,0,3,9,7,8511,81099,19661,61438,8859,15952,126,4,8,1,1,2,2,522,974
456199593,1421852829848,4215918,64,0,0,0,0,4,7,7,7597,66552,16083,44012,8032,24091,21,38,548,15,0,1,3,0,557
456199593,1421852829848,495057,84,0,0,0,0,8,7,9,9091,55415,23303,31119,15700,21774,77,0,441,9,0,1,3,0,1078
456199593,1421852829848,1509192,412,0,0,0,0,3,9,9,7557,13187,11036,2150,7102,18959,11,0,126,21,0,2,2,0,1041
456199593,1421852829848,2839658,80,0,0,0,0,5,4,10,8573,88573,4561,82950,22528,20845,128,4,37,2,0,2,2,551,284
456199593,1421852829848,991775,55,1,0,0,0,15,14,3,13106,106728,89739,16460,29386,14345,131,6,115,5,0,3,7,0,335
456199593,1421852829848,2963694,39,1,0,0,0,11,14,3,11718,81577,8519,63340,22599,22653,120,4,329,3,1,1,6,328,8525
456199593,1421852829848,5461402,54,1,1,0,1,7,11,5,9619,48095,24000,16551,8824,18064,51,15,539,2,2,2,2,0,703
456199593,1421852829848,5360199,51,1,0,0,0,9,4,6,11235,106494,3018,103399,14058,12663,150,3,59,3,3,2,5,987,498
456199593,1421852829848,635570,89,1,0,0,1,0,22,6,9196,26204,11606,8872,7634,15197,39,1,79,12,0,0,0,0,2179
456187168,1421849651296,921730,103,0,0,0,0,0,2,4,3431,19099,9786,2804,3608,6293,23,0,6,0,0,0,0,0,222
456187168,1421849651296,3900286,126,0,0,0,0,4,2,6,4974,30912,5509,25403,7731,11975,46,0,76,2,0,2,3,0,0
456187168,1421849651296,4812289,59,0,0,0,0,0,0,1,2511,884,0,848,390,1022,2,0,3,1,0,0,0,0,0
456187168,1421849651296,667740,45,0,0,0,0,3,2,8,4667,25621,20432,5189,6989,12234,29,0,53,3,0,1,2,0,779
456187168,1421849651296,2194242,429,0,0,0,0,0,0,0,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456187168,1421849651296,2351214,63,1,1,1,0,5,4,1,7787,62191,38876,23124,7116,4331,107,0,10,2,1,2,3,0,251
456187168,1421849651296,2888866,5,1,0,0,0,3,3,2,6791,57386,6816,47264,4658,9474,53,17,133,2,1,1,0,437,2366
456187168,1421849651296,9290281,21,1,0,0,0,4,5,2,6487,40083,12345,27738,4335,6487,57,1,87,1,1,1,4,209,163
456187168,1421849651296,9334787,86,1,0,0,0,5,2,0,6648,54502,8461,45976,4262,13158,86,5,102,4,1,1,5,0,1248
456187168,1421849651296,2478904,25,1,0,0,0,2,11,2,6327,33248,23156,10091,7529,9286,33,0,102,6,1,1,2,0,493
456199207,1421852655019,3218047,25,1,0,1,0,3,25,4,11755,29005,23593,5411,13561,10418,15,1,113,18,2,1,2,0,899
456199207,1421852655019,994976,236,1,0,0,0,21,12,6,17242,168219,19023,149195,29683,18243,214,7,0,3,0,3,7,921,988
456199207,1421852655019,5071542,127,1,0,0,0,6,14,3,11475,100077,84580,14833,12922,12735,128,6,307,4,2,1,3,0,1936
456199207,1421852655019,475923,24,1,0,0,0,5,2,3,10514,109423,13135,95538,12543,21506,165,6,263,2,1,2,5,676,3485
456199207,1421852655019,2387325,64,1,0,0,1,7,13,6,10222,65995,16039,43870,12578,20026,14,31,527,21,1,1,3,0,727
456199207,1421852655019,700184,39,0,0,0,0,5,4,6,9810,91249,1911,83517,17252,27593,178,4,171,2,1,1,2,350,5923
456199207,1421852655019,2331599,222,0,1,0,0,5,8,9,9741,104567,1246,103320,15080,18256,154,9,76,10,0,1,0,539,229
456199207,1421852655019,3193393,238,0,0,0,0,6,6,8,9561,84800,3616,80403,14018,17251,154,1,165,10,0,1,2,0,0
456199207,1421852655019,1103755,107,0,0,0,0,4,9,8,8589,66816,10398,51791,10179,22184,7,39,304,10,0,1,2,581,2414
456199207,1421852655019,1100809,45,0,0,0,0,2,10,11,7915,31396,26638,4758,7233,17936,52,1,64,8,1,1,0,0,980
456208670,1421855626884,3845230,236,0,0,0,0,5,3,10,8836,97670,7601,89711,17008,24390,133,5,38,3,0,1,3,505,1499
456208670,1421855626884,2617645,10,0,0,0,0,2,3,5,8243,94404,73210,20833,10558,20674,153,5,75,6,1,1,2,0,3778
456208670,1421855626884,3062662,58,0,1,0,0,3,0,6,7843,82179,1083,80654,7745,24010,141,7,204,5,0,1,0,0,3504
456208670,1421855626884,5856479,59,0,0,0,0,2,1,11,5679,42970,6756,31526,7768,17919,9,21,538,4,0,1,0,0,452
456208670,1421855626884,9153954,16,0,0,0,0,0,6,9,6087,13129,10810,2319,3277,13691,11,0,82,4,0,0,0,239,10551
456208670,1421855626884,5826856,33,1,0,0,1,2,9,5,9350,97287,46807,43307,8193,19428,56,43,574,9,1,1,0,0,371
456208670,1421855626884,2114048,110,1,0,0,0,12,10,5,13355,125361,13958,111135,22190,15703,154,8,253,5,2,3,8,582,1822
456208670,1421855626884,3313801,421,1,0,0,0,12,3,2,12256,143463,17276,120671,22297,18372,147,15,345,9,3,2,8,495,6880
456208670,1421855626884,4251137,103,1,0,1,0,8,13,2,11745,96577,50529,16197,19425,11463,151,1,96,0,1,2,5,0,2092
456208670,1421855626884,4214952,89,1,0,0,1,7,18,0,10879,51069,36439,12689,12675,15442,54,1,93,18,1,2,7,0,3975
456194981,1421850766239,2506223,429,1,0,0,0,17,9,3,14585,152228,30057,121386,25678,12235,188,14,325,6,3,4,13,603,453
456194981,1421850766239,2217950,19,1,0,0,0,5,14,5,10046,80513,35992,36898,9884,27438,20,51,688,9,0,1,2,0,10691
456194981,1421850766239,2291524,412,1,0,0,0,0,27,3,9502,30462,21299,9162,10680,20063,35,0,142,17,0,0,0,0,4881
456194981,1421850766239,4118689,268,1,0,0,0,3,8,4,9242,114502,105682,8818,16825,15715,137,10,168,5,1,1,2,0,1625
456194981,1421850766239,2243523,39,1,0,0,0,9,6,6,10851,64383,1555,57964,14023,22561,145,5,46,5,0,4,4,517,5063
456194981,1421850766239,455624,51,0,0,0,0,2,2,9,9329,114338,6300,107383,12262,16595,162,15,132,5,0,1,0,923,419
456194981,1421850766239,9130130,92,0,1,1,0,11,2,6,11865,126222,0,125134,23570,21485,159,13,112,9,1,2,7,0,373
456194981,1421850766239,449832,64,0,0,0,0,2,6,4,8520,89970,25915,55096,7424,24475,36,42,643,13,0,1,2,0,1491
456194981,1421850766239,815905,53,0,0,0,0,2,5,9,6517,29629,21260,8369,10631,18410,24,0,68,13,1,1,0,0,1856
456194981,1421850766239,5164933,13,0,0,0,0,4,5,6,9912,93243,77899,15343,19106,24507,155,7,89,11,1,1,2,0,340
456195144,1421850850475,8951481,37,1,0,1,0,1,23,4,9696,17465,8704,8761,7573,10773,7,2,29,9,2,1,0,0,11495
456195144,1421850850475,7324399,7,1,1,0,0,10,9,3,11079,71278,53003,17885,14496,15260,97,0,57,4,2,2,7,0,0
456195144,1421850850475,1823703,8,1,0,0,0,10,12,5,13312,142430,120549,20712,27705,26608,188,4,363,10,1,2,4,0,11750
456195144,1421850850475,3550062,15,1,0,0,1,8,16,4,15325,210325,764,209561,28579,19483,250,9,0,4,4,3,7,947,2770
456195144,1421850850475,4788331,64,1,0,0,0,10,15,5,12314,121604,34098,78706,17895,29224,29,52,997,25,0,1,5,0,2354
456195144,1421850850475,2358645,150,0,0,0,0,4,10,5,10242,102780,19032,83747,16437,29447,152,4,474,4,0,1,2,474,2053
456195144,1421850850475,1701495,51,0,0,0,0,6,6,3,11227,127560,2585,123073,20216,16113,159,8,215,6,1,2,4,783,272
456195144,1421850850475,524230,134,0,0,0,0,6,4,11,9369,84773,72953,11311,17772,17981,120,3,305,6,0,2,2,0,52
456195144,1421850850475,2811793,77,0,0,0,0,4,6,10,9495,99015,23689,69846,10890,32595,71,38,251,6,0,1,2,437,1658
456195144,1421850850475,4081890,53,0,0,0,0,0,5,10,6054,32619,27016,5603,9096,24227,17,1,228,2,0,0,0,0,487
456212698,1421854153880,6903466,81,0,0,0,0,13,5,3,11989,116049,13772,102276,20850,16661,155,1,17,2,1,2,6,649,3457
456212698,1421854153880,6440518,254,0,0,0,0,7,6,8,9805,113627,4451,100150,14922,28622,52,48,505,9,0,2,2,0,2856
456212698,1421854153880,2934026,80,0,0,0,0,3,5,6,8102,89733,5592,83390,10467,19035,97,0,27,3,0,1,2,410,182
456212698,1421854153880,1724147,106,0,0,0,0,1,15,6,8175,49390,25270,20274,8614,29410,47,4,361,18,1,1,0,0,1999
456212698,1421854153880,1080982,103,0,0,0,0,4,10,6,9883,122192,61638,21630,22588,18183,141,1,57,11,0,1,4,0,2957
456212698,1421854153880,9030492,421,1,0,0,0,4,8,3,12610,153078,17350,121138,12907,27397,48,68,840,10,2,1,3,0,10070
456212698,1421854153880,4144260,23,1,0,1,0,7,9,3,14961,212043,26099,184360,16635,34898,221,21,250,6,4,2,3,807,11102
456212698,1421854153880,5455163,4,1,1,0,0,5,12,11,11924,101991,82351,18912,27054,20560,100,3,191,13,0,1,2,0,756
456212698,1421854153880,3975443,51,1,0,0,0,3,12,6,12742,130204,5445,124759,16635,16463,188,1,39,4,3,1,2,1018,289
456212698,1421854153880,3695839,1,1,0,0,0,10,7,5,12806,64495,52561,11108,15291,15446,38,9,76,8,0,2,5,0,120
456158027,1421840828121,6575716,55,1,0,0,0,8,4,4,9388,59827,49414,9973,9408,12023,109,1,0,6,1,3,3,0,0
456158027,1421840828121,5310977,412,1,0,0,0,1,14,3,7256,19869,13978,5798,7475,14028,22,0,128,13,0,1,0,0,2103
456158027,1421840828121,1854142,57,1,0,0,0,3,8,0,9448,96650,82212,14438,9248,7589,171,2,550,2,1,1,3,0,2245
456158027,1421840828121,5732124,64,1,0,0,0,4,11,2,8876,68794,21638,39863,8799,14051,32,31,596,4,1,1,2,0,1684
456158027,1421840828121,5317824,18,1,0,0,0,6,6,1,10176,104595,27142,77149,13308,9716,168,4,60,9,3,2,4,568,349
456158027,1421840828121,5525148,1,0,1,1,0,4,3,6,7350,59401,43737,15097,16386,12741,101,0,77,8,1,2,2,0,222
456158027,1421840828121,3502405,24,0,0,0,0,0,3,2,5096,34648,3653,30994,2955,9151,65,0,45,5,0,0,0,360,207
