"assists","deaths","doubleKills","goldEarned","goldSpent","inhibitorKills","killingSprees","kills","largestCriticalStrike","largestKillingSpree","largestMultiKill","magicDamageDealtToChampions","magicDamageDealtToMonsters","magicDamageTaken","minionsKilled","neutralMinionsKilledEnemyJungle","neutralMinionsKilledTeamJungle","pentaKills","physicalDamageDealtToChampions","physicalDamageDealtToMonsters","physicalDamageTaken","quadraKills","sightWardsBoughtInGame","totalHeal","totalTimeCrowdControlDealt","totalUnitsHealed","towerKills","tripleKills","trueDamageDealtToChampions","trueDamageTaken","visionWardsBoughtInGame","wardsKilled","wardsPlaced","matchId","winner","label"
0.000049471353728835,0.0000346299476101845,0.0000049471353728835,0.0953115100939734,0.0867232830866477,0,0.0000123678384322087,0.0000742070305932524,0.00204564047668733,0.0000519449214152767,0.0000173149738050922,0.0455185925659011,0.198110509574806,0.0437079410194257,0.000925114314729214,0.0000321563799237427,0.00011378411357632,0,0.0674146137262834,0.312903838767195,0.0808436126959757,0,0,0.0167015290188547,0.00244141130651801,0.0000148414061186505,0.0000049471353728835,0,0.00814793195913912,0.000277039580881476,0.0000049471353728835,0.00000247356768644175,0.0000717334629068107,710299022,1,4
0.0000844788547915016,0.0000412091974592691,0.00000412091974592691,0.0890551361693535,0.0776999418094519,0.00000206045987296345,0.0000123627592377807,0.0000515114968240864,0.00251376104501541,0.0000164836789837076,0.0000144232191107442,0.0940208444631954,0.226403330841224,0.0475657161673614,0.000714979575918319,0.0000370882777133422,0.0000659347159348306,0,0.0610205191378127,0.340816546667139,0.0819568519069944,0,0,0.0322441365520051,0.00121361086517547,0.0000350278178403787,0.0000103022993648173,0.00000206045987296345,0.00562505545319023,0.00478644828489411,0.0000123627592377807,0.0000164836789837076,0.000090660234410392,710306794,1,2
0.0000663695216403063,0.0000165923804100766,0.00000474068011716474,0.0806531908333237,0.0669858100555377,0,0.00000948136023432947,0.0000474068011716474,0.0015051659371998,0.0000402957809959003,0.0000142220403514942,0.0468568822780563,0.14822684522339,0.0239380642516233,0.000805915619918005,0.00000711102017574711,0.0000758508818746358,0,0.0453754197414423,0.299004176349814,0.0796102412075474,0,0,0.0164904557875575,0.00132264975268896,0.0000237034005858237,0.00000711102017574711,0,0.00316914465832463,0.012418211566913,0.00000948136023432947,0.0000165923804100766,0.0000924432622847124,710482910,1,4
0.000114810521525538,0.0000137772625830646,0.0000114810521525538,0.108073440122419,0.0915269477601589,0.00000688863129153228,0.0000137772625830646,0.0000734787337763443,0.00314351207936923,0.0000528128399017475,0.0000183696834440861,0.0504707052626265,0.153685364114085,0.0221928738108865,0.000810562281970299,0.0000757749442068551,0.000101033258942473,0,0.0794810278416995,0.512851711023287,0.0741584120637755,0,0,0.017492531059631,0.00188518876344933,0.0000160734730135753,0.0000183696834440861,0,0.00296900008665041,0.0019425940242121,0.0000114810521525538,0.00000688863129153228,0.0000826635754983874,710486376,1,5
0.000101318613248401,0.0000292265230524234,0.00000974217435080779,0.107522429874995,0.0919661258716256,0.00000194843487016156,0.0000155874789612925,0.0000681952204556546,0.00213158774795675,0.0000370202625330696,0.0000194843487016156,0.058696600463617,0.0775243266139881,0.0679146458343513,0.000771580208583977,0.0000350718276629081,0.0000876795691572701,0,0.117188615265867,0.545803369569136,0.0874379632333701,0,0,0.0441749153763029,0.00272391194848586,0.0000233812184419387,0.0000155874789612925,0.00000194843487016156,0.00362798572824082,0.00451062672442401,0.00000974217435080779,0.00000584530461048467,0.0000876795691572701,710534534,1,7
0.000048493574184876,0.0000149210997491926,0.0000074605498745963,0.0961497016463285,0.0900395112990341,0.00000373027493729815,0.0000111908248118945,0.0000708752238086649,0.00106685863206727,0.0000596843989967704,0.0000149210997491926,0.066404489296313,0.232951939559332,0.042832881967526,0.000977332033572116,0.0000298421994983852,0.0000764706362146121,0,0.0517221271431075,0.45363686998736,0.079091154358064,0,0,0.0269344501847613,0.00117317146778027,0.00000932568734324538,0.0000130559622805435,0.00000186513746864908,0.00159655767316361,0.0037284097998295,0.00000559541240594723,0.00000559541240594723,0.0000783357736832612,710546236,1,3
0.000111993521100478,0.0000445275445339252,0.0000080959171879864,0.102943635003841,0.0972184722324033,0.00000674659765665533,0.0000175411539073039,0.0000728632546918776,0.000841975387550585,0.0000283357101579524,0.0000134931953133107,0.102156981717075,0.270388791563901,0.083091096739367,0.000833879470362599,0.0000458768640652562,0.0000634180179725601,0,0.0614291209833781,0.419573606906458,0.149043136791767,0,0,0.0228142946357457,0.00354061445021272,0.0000148425148446417,0.0000107945562506485,0.00000134931953133107,0.00557808694252263,0.00933729115681097,0.00000134931953133107,0.00000134931953133107,0.0000850071304738572,710555211,1,2
0.0000974067324536083,0.0000394265345645557,0.0000046384158311242,0.104183457982881,0.0969892750288071,0.0000023192079155621,0.000023192079155621,0.000090449108706922,0,0.0000417457424801178,0.0000139152474933726,0.0986405510646873,0.24759863706541,0.0417039967376377,0.000786211483375552,0.0000556609899734904,0.0000974067324536083,0,0.0416831238663977,0.27924654828117,0.0766057566589318,0,0,0.0153833061039234,0.00330719048759156,0.0000255112870711831,0.0000069576237466863,0,0.00543158493824644,0.00347881187334315,0.0000069576237466863,0.0000069576237466863,0.000090449108706922,710672780,1,1
0.0000619704107160648,0.0000166843413466328,0.00000238347733523326,0.0841295995017284,0.0666777784531505,0,0.00000953390934093304,0.0000405191146989654,0.000691208427217645,0.0000309852053580324,0.0000143008640113996,0.0572177569096096,0.18311302975663,0.030286846498809,0.00085566836334874,0.0000143008640113996,0.00010963995742073,0,0.0400162009812312,0.260545057946353,0.0707892768564278,0,0,0.0174971071179474,0.00113453521157103,0.0000166843413466328,0.00000715043200569978,0.00000238347733523326,0.00582760208464532,0.000772246656615576,0.0000143008640113996,0.0000166843413466328,0.000112023434755963,710674553,1,1
0.0000958016867245057,0.0000323836687519456,0.00000539727812532426,0.094050269972838,0.0796773183250994,0.00000134931953133107,0.0000148425148446417,0.000062068698441229,0.000546474410189082,0.0000269863906266213,0.0000107945562506485,0.0728511108160956,0.280157864970738,0.0763917252663083,0.000814988996923964,0.0000323836687519456,0.000060719378909898,0,0.0811912548392529,0.414137198514725,0.0700688139424909,0,0,0.022632136499016,0.00210493846887646,0.0000134931953133107,0.0000134931953133107,0,0.00385905385960685,0.00345425800020753,0.0000040479585939932,0.00000269863906266213,0.000102548284381161,710686046,1,2
0.000104606126909639,0.0000381895383955825,0.00000664165885140564,0.104247477331663,0.0905341122182232,0.00000332082942570282,0.0000166041471285141,0.0000697374179397593,0.00167369803055422,0.000036529123682731,0.0000116229029899599,0.100051609352287,0.363260549633493,0.0654751333718697,0.000830207356425705,0.0000332082942570282,0.000136154006453816,0,0.0645054511795645,0.301604370101182,0.093474706674683,0,0,0.0304984974456547,0.00181483328114659,0.0000116229029899599,0.0000166041471285141,0,0.00513068146271086,0.00486169427922893,0.00000332082942570282,0.0000166041471285141,0.0000996248827710847,710689053,1,6
