"matchId","summonerId","Win","FirstBlood","FirstTower","FirstTowerAssist","Kills","Assists","Deaths","GoldEarned","TotalDamageDealt","MagicDamageDealt","PhysicalDamageDealt","TotalDamageDealtToChampions","TotalDamageTaken","MinionsKilled","NeutralMinionsKilled","CrowdControl","WardsPlaced","TowerKills","LargestMultiKill","LargestKillingSpree","LargestCritStrike","TotalHealAmount"
456169221,5573514,1,0,1,0,13,11,6,16000,221830,24208,196367,29638,16224,175,29,189,6,3,2,4,1956,323
456169221,2905516,1,0,0,0,4,23,6,12071,50178,33677,11368,16111,27712,57,1,128,30,1,1,0,0,4423
456169221,2222120,1,0,0,0,8,14,6,12792,101700,83843,16628,19165,15842,142,3,256,6,1,3,4,0,247
456169221,8261005,1,1,0,0,11,14,7,15083,174971,30803,130159,25636,23546,72,58,502,6,2,2,2,1317,1213
456169221,401352,1,0,0,0,5,15,5,12312,102066,67122,34344,20531,17061,132,5,1490,16,2,1,2,0,0
456169221,1940151,0,0,0,0,6,13,10,11283,90053,28643,56633,13811,32244,74,31,746,19,0,2,4,0,344
456169221,505977,0,0,0,0,7,8,9,11364,113381,100662,12041,19810,25398,164,8,3576,4,0,2,2,0,3679
456169221,1475755,0,0,0,0,4,14,8,12286,154751,12171,141258,15371,22658,168,19,237,5,2,2,3,666,643
456169221,2818265,0,0,0,0,11,7,6,12562,113681,13434,99080,17109,23011,171,3,70,7,1,2,4,471,1314
456169221,645241,0,0,0,0,2,14,8,8275,22010,17295,4715,9053,29179,30,0,176,14,0,1,0,0,1930
456188440,2979735,1,1,1,0,8,13,3,9649,85477,8300,77177,14349,9360,113,0,6,4,2,1,5,533,281
456188440,2937310,1,0,0,0,2,2,0,6930,86000,5050,74743,1424,9753,21,52,464,3,1,1,2,0,609
456188440,431385,1,0,0,0,12,2,1,8337,26948,17222,9336,8579,6221,43,6,15,6,0,2,11,0,389
456188440,1614962,1,0,0,0,4,1,2,7602,76256,65402,10707,7919,8344,117,3,50,4,2,1,2,0,3475
456188440,4695236,1,0,0,1,4,13,1,7479,16184,8723,7460,5361,7054,7,0,50,8,2,1,2,0,378
456188440,4007361,0,0,0,0,0,1,6,3465,15774,2642,13131,3651,6480,39,0,66,2,0,0,0,0,0
456188440,5201485,0,0,0,0,2,2,11,4505,35358,1468,33649,6853,13913,56,0,91,6,0,1,0,0,221
456188440,2575687,0,0,0,0,0,0,3,2780,4166,2756,1368,1678,3792,0,0,44,4,0,0,0,0,0
456188440,2472230,0,0,0,0,5,0,10,5467,33614,9828,23401,6567,16623,60,0,106,2,0,2,3,0,159
456188440,3976106,0,0,0,0,0,0,0,2822,8756,2755,5181,55,2227,0,9,3,0,0,0,0,0,768
456185934,1301982,1,0,0,0,6,11,3,11209,99406,87844,10666,15138,10229,133,5,334,9,0,1,3,0,144
456185934,1159337,1,1,1,0,28,8,7,17699,134730,0,127914,33080,19927,127,14,525,5,4,2,14,815,1077
456185934,4755318,1,0,0,0,7,14,5,12570,126851,25918,92811,11315,28201,34,58,280,1,2,1,2,0,5701
456185934,1976649,1,0,0,0,5,10,10,9443,56967,4533,51366,18455,20442,64,0,37,0,1,2,2,546,675
456185934,4048879,1,0,0,1,5,25,7,12119,44621,28702,14786,20917,26073,11,3,145,26,0,1,3,0,3256
456185934,5751761,0,0,0,0,3,3,11,8428,84649,68,74126,5532,21221,86,24,127,8,0,2,2,361,1504
456185934,5438129,0,0,0,0,3,7,7,10031,126724,38364,87176,12387,29279,142,20,1193,7,1,1,2,0,1411
456185934,1621019,0,0,0,0,14,8,17,12545,75372,59126,16201,33347,28076,81,2,497,11,0,3,5,0,784
456185934,11270977,0,0,0,0,5,2,7,7455,45748,13056,29005,5540,24286,29,18,194,8,0,1,0,0,3384
456185934,6574232,0,0,0,0,6,9,9,9621,60370,45737,13824,13090,19168,80,2,89,6,1,2,3,294,1209
456160468,4208656,0,0,1,0,3,8,4,11739,126229,109290,16938,11433,19786,181,2,1843,3,2,1,2,0,4137
456160468,3408675,0,0,0,0,2,10,7,10410,31603,22623,8980,9278,23417,18,0,252,26,0,1,0,0,12008
456160468,5280770,0,0,0,0,7,5,10,15856,308292,32030,274719,36828,38590,290,26,418,4,0,2,3,1624,2287
456160468,4604381,0,0,0,0,2,8,4,12732,167186,35510,130889,24100,34135,233,8,240,9,0,1,0,0,7766
456160468,5635625,0,0,0,0,3,6,10,13662,253253,19135,198697,8295,32800,136,71,336,6,0,1,0,1003,3994
456160468,6631080,1,1,0,0,14,12,0,18365,273997,2667,270013,33546,18618,227,27,270,7,3,3,14,1198,2903
456160468,6607708,1,0,0,0,10,8,3,15119,194231,162793,30510,36239,14576,213,15,672,14,1,1,5,0,1760
456160468,663886,1,0,0,0,0,23,1,11748,17007,8842,8165,3886,14116,13,0,433,24,0,0,0,0,4390
456160468,3900912,1,0,0,0,5,4,3,17921,351636,50102,301133,15071,41109,336,32,265,9,5,2,2,897,11495
456160468,3531944,1,0,0,0,4,22,10,12715,83155,19811,54816,22342,34163,20,42,747,11,0,1,2,0,2478
456186460,1875029,1,0,0,0,3,9,2,11397,120480,96880,23349,11925,11177,180,8,328,5,1,1,3,0,306
456186460,3531792,1,0,0,0,5,14,4,11475,89893,19617,62578,8130,23421,40,46,686,24,1,1,2,0,2351
456186460,1798491,1,0,0,0,1,20,7,11071,12916,9543,3372,4888,18126,16,0,82,15,0,1,0,0,2011
456186460,2089371,1,1,0,0,17,8,4,16709,169642,50,169474,30636,18970,148,21,142,2,3,3,6,1246,368
456186460,625434,1,0,0,0,9,10,1,14080,166424,92989,72622,18798,20330,185,25,174,5,0,1,9,0,408
456186460,589201,0,0,0,0,3,8,8,9135,92729,1439,91290,16809,18797,147,3,48,5,1,1,0,648,246
456186460,3662421,0,0,0,0,8,5,6,9726,72301,63954,7270,17157,11930,113,4,95,8,0,3,3,0,969
456186460,1190195,0,0,0,0,5,8,7,9116,77901,52305,12724,9656,26728,19,41,278,25,0,2,2,0,1283
456186460,1781624,0,0,0,0,2,3,7,8435,118002,109237,8764,9732,16873,149,5,344,5,0,1,0,0,1228
456186460,459708,0,0,0,0,0,11,7,7551,11170,8390,2780,5614,13746,8,0,152,13,0,0,0,179,9871
456173192,4337841,1,0,0,0,6,7,2,10765,108928,5222,103705,10146,8086,199,0,0,3,4,1,3,602,1330
456173192,5843009,1,0,0,0,7,8,5,10252,89679,76887,12791,17214,13092,132,6,122,3,1,2,4,0,725
456173192,3163020,1,1,0,0,5,9,1,10852,104918,19308,85041,14912,20583,182,0,106,5,1,2,4,0,3442
456173192,4208370,1,0,0,0,0,9,1,6032,11495,5130,5241,5508,8646,15,0,416,21,0,0,0,0,570
456173192,3669697,1,0,0,0,5,6,2,9604,104044,12604,80580,7435,21950,12,72,355,0,1,2,3,508,1144
456173192,1853195,0,0,0,0,3,6,5,6699,62928,48549,13555,14583,10695,93,6,206,7,0,1,2,0,1346
456173192,2557070,0,0,0,0,2,2,5,6268,45541,0,45541,6279,13244,92,3,29,6,0,2,2,0,132
456173192,990306,0,0,0,0,1,7,6,6544,75076,10511,57429,7736,17537,35,40,200,4,0,1,0,683,478
456173192,3182502,0,0,0,0,4,2,3,7480,81369,1196,79885,11664,11455,146,1,180,6,0,1,3,563,34
456173192,1420513,0,0,0,0,1,7,4,5555,16841,12345,4240,7526,15435,17,0,71,17,0,1,0,0,1484
456190928,533397,1,0,0,0,1,3,3,5985,50628,26125,11972,4815,7485,104,2,10,2,1,1,0,0,1470
456190928,520603,1,1,0,0,12,2,2,10587,91280,1204,89758,19807,8373,161,0,108,2,2,3,10,665,810
456190928,986407,1,0,0,0,0,11,0,6265,10330,3464,6866,3158,4881,3,0,62,14,1,0,0,0,1414
456190928,485894,1,0,0,0,2,6,1,7292,88461,3941,74560,3992,8385,22,60,529,5,0,1,2,0,358
456190928,487483,1,0,1,0,4,2,1,6818,56883,51758,5124,6721,6997,104,0,217,1,1,1,3,0,0
456190928,488705,0,0,0,0,1,4,4,5661,41615,29275,11790,6402,8926,101,0,21,5,0,1,0,0,320
456190928,646019,0,0,0,0,1,1,5,5112,53164,7239,45714,4642,9284,98,2,43,1,0,1,0,332,187
456190928,3336772,0,0,0,0,3,1,4,4094,12074,6622,4929,4407,9564,23,0,59,10,0,1,2,0,1262
456190928,412932,0,0,0,0,1,3,3,5891,44038,15011,29026,5244,10707,113,0,2,3,0,1,0,381,221
456190928,446173,0,0,0,0,1,2,3,4384,48890,2825,45338,2773,14064,14,40,210,5,0,1,0,0,1193
456186567,890953,0,0,1,0,8,2,6,12764,141744,20803,117711,20115,30849,150,10,227,4,3,2,3,0,1871
456186567,4495312,0,0,0,0,1,13,8,11300,92355,29158,54428,12087,40925,52,38,823,7,0,1,0,0,13452
456186567,2193139,0,1,0,0,6,5,10,12054,122200,60,110976,18466,24146,141,5,88,7,1,1,3,839,283
456186567,7374936,0,0,0,0,1,15,7,10012,40144,20758,11484,5907,42284,47,0,330,15,0,1,0,0,16626
456186567,10022377,0,0,0,0,11,4,7,12529,94991,38113,56741,20586,23759,116,0,477,5,1,2,3,0,183
456186567,7614432,1,0,0,0,7,13,5,12479,131243,111199,19359,31151,11617,132,6,24,6,2,1,2,0,206
456186567,2605603,1,0,0,0,8,21,9,16004,215745,8072,207672,39673,21392,229,6,69,3,4,2,3,855,672
456186567,9224283,1,0,0,0,6,18,3,9634,24704,17664,6439,14109,18026,12,0,183,24,0,1,3,0,2347
456186567,4201310,1,0,0,0,6,16,2,12042,103392,66543,36700,18495,18681,134,8,940,11,0,1,3,0,1851
456186567,2088138,1,0,0,0,11,16,8,12433,101982,32517,59986,18570,31736,30,39,1101,17,0,1,3,0,2303
456191164,2865467,0,0,0,0,2,15,11,11711,134391,81782,39108,16824,35485,86,37,773,7,0,1,0,0,2937
456191164,4795253,0,0,0,0,15,4,6,14688,115512,87074,28055,20706,24979,184,7,113,9,1,3,6,0,3222
456191164,1290673,0,0,0,0,1,11,13,9916,20941,17443,3498,10104,30120,15,0,62,27,0,1,0,0,930
456191164,1872518,0,0,0,0,4,12,8,11059,95046,62934,32112,19605,29307,113,0,989,10,2,2,2,0,2563
456191164,4654058,0,1,0,0,9,10,12,15507,217063,17919,198542,21206,26886,198,29,237,10,0,2,2,1157,0
456191164,2943362,1,0,0,0,1,40,5,13459,32448,23027,9171,14255,23089,39,0,157,25,0,1,0,0,2235
456191164,6420208,1,0,0,0,8,12,6,15248,197430,48852,136786,15468,32804,71,80,855,2,2,2,3,0,7502
456191164,1974203,1,0,1,0,5,21,7,14375,177811,164618,11160,28377,26396,198,7,548,7,1,2,2,0,1752
456191164,2353768,1,0,0,0,24,8,8,20305,265616,13392,250462,37740,24614,258,15,213,6,4,3,7,1288,376
456191164,4424670,1,0,0,0,12,23,5,15881,117039,86739,27404,33882,19865,131,16,261,13,0,2,7,0,2453
456189931,1825936,0,0,0,0,0,0,0,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456189931,589718,0,0,0,0,2,0,7,4701,39902,33407,6208,6248,11432,62,4,39,3,0,1,2,0,146
456189931,4973661,0,0,0,0,1,0,2,5043,36862,10271,26590,2250,9334,76,6,5,3,0,1,0,298,205
456189931,1524811,0,0,0,0,2,1,5,5099,42747,4071,33838,5970,12299,47,17,185,6,0,1,0,0,1034
456189931,3368587,0,0,0,0,0,2,3,3706,7687,6921,765,1497,9211,7,0,27,2,0,0,0,0,835
456189931,1625167,1,0,0,0,4,6,3,7206,57439,45146,12292,11926,8004,89,1,174,5,1,1,3,0,0
456189931,1506624,1,0,0,0,6,3,0,8376,65925,45887,20037,6787,4111,115,0,368,6,2,2,6,0,346
456189931,3696181,1,0,0,0,3,4,1,6525,49962,12261,32945,4840,12078,8,33,382,8,0,1,2,0,1184
456189931,1925071,1,1,1,0,4,0,0,8621,91577,3143,88434,10194,3280,169,1,20,2,2,1,4,923,5
456189931,3268929,1,0,0,1,0,7,1,6035,10279,6847,3431,2382,4952,7,0,90,16,1,0,0,0,2856
456189929,982440,0,0,0,0,11,3,9,12030,127919,2417,124864,20461,20910,150,18,231,8,1,2,5,763,1897
456189929,4863578,0,0,0,0,11,2,11,10175,76919,56238,19854,12510,23043,112,6,147,8,0,2,4,0,1543
456189929,1637328,0,0,0,0,2,9,9,7936,54520,21220,28560,7907,25226,30,23,535,7,0,1,0,0,948
456189929,6910825,0,0,0,0,5,3,7,9183,101803,84176,17134,14282,20921,146,1,10,3,1,1,2,420,5073
456189929,2608004,0,0,0,0,1,8,6,7400,16773,11528,3658,6930,18345,22,0,188,19,0,1,0,0,951
456189929,6630638,1,0,1,0,13,2,8,12628,99503,0,99503,16462,18391,114,8,86,5,2,2,5,939,571
456189929,4836533,1,0,0,1,0,14,6,9109,40633,29675,10957,9685,14851,37,1,106,27,0,0,0,0,2124
456189929,3622005,1,0,0,0,9,11,8,10963,89527,60057,29469,24218,19551,109,0,51,5,0,2,3,0,751
456189929,471321,1,1,0,0,20,11,6,16146,161083,130614,29561,35121,19144,173,3,78,8,3,3,8,0,830
456189929,10181433,1,0,0,0,0,0,2,8520,153842,12775,122517,1339,13346,89,59,250,14,0,0,0,732,2437
456166776,599141,1,0,1,0,1,11,0,7107,61988,20512,34454,2121,13846,26,39,302,5,2,1,0,0,6081
456166776,4696299,1,0,0,1,9,6,2,7962,54842,5799,49042,13511,7978,79,0,76,3,1,2,9,505,315
456166776,3220249,1,0,0,0,3,7,0,6549,52811,3963,48849,7343,6260,69,0,88,4,1,1,3,0,0
456166776,3639003,1,0,0,1,7,6,1,7821,63562,47190,16128,12351,6631,87,1,180,4,5,2,5,0,504
456166776,3984391,1,0,0,0,0,12,1,5352,7762,1614,4878,1775,7001,19,0,20,9,0,0,0,0,4703
456166776,5271803,0,0,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456166776,3693145,0,0,0,0,1,0,4,4089,31363,2693,28200,2995,12843,56,0,17,0,0,1,0,0,647
456166776,4465882,0,0,0,0,0,0,6,3432,18970,866,14329,2329,12709,15,10,191,6,0,0,0,212,1609
456166776,1383424,0,1,0,0,2,0,5,5081,50564,11300,39263,9079,10467,83,2,58,4,1,1,2,277,639
456166776,3686359,0,0,0,0,0,2,5,3191,9456,4758,4398,4320,11028,18,0,54,3,0,0,0,0,1007
456176006,4186800,0,0,0,0,0,2,1,4701,4984,4063,920,2731,3698,2,1,52,2,0,0,0,0,40
456176006,3779363,0,0,0,0,0,1,9,6310,71828,5559,56664,3034,20575,49,30,213,22,1,0,0,0,2190
456176006,4445994,0,0,0,0,2,1,7,6666,61914,30075,13422,10958,14949,115,0,13,7,0,1,0,0,869
456176006,4181135,0,0,0,0,1,1,7,6021,44007,17180,26282,4414,19488,65,16,234,10,0,1,0,0,1085
456176006,5007177,0,0,0,0,1,1,4,5992,42522,14910,27612,4976,9781,98,0,7,5,0,1,0,0,695
456176006,872977,1,1,0,0,16,2,0,13201,126814,7990,118428,23433,10148,188,0,43,5,3,2,16,1311,431
456176006,587572,1,0,1,0,4,8,1,10694,126727,100903,25823,9593,9135,175,11,1328,8,3,1,4,0,0
456176006,1174802,1,0,0,0,1,12,0,9037,86045,46941,30432,4697,20787,34,39,400,7,0,1,0,0,9005
456176006,5497779,1,0,0,0,0,6,1,6719,20065,12548,7517,4419,4323,34,0,158,18,1,0,0,0,3110
456176006,2526198,1,0,0,0,6,3,2,8816,79343,705,78269,9062,5936,102,3,77,3,3,2,3,947,188
456171365,1104498,0,0,0,0,1,0,5,4767,30334,3143,27128,3623,7296,72,0,35,3,0,1,0,280,111
456171365,6611449,0,0,0,0,4,2,6,6187,41743,31473,9838,7312,10056,78,3,45,1,0,2,2,0,148
456171365,3664327,0,1,1,0,6,2,6,8008,76169,1748,74420,8909,11931,130,8,25,3,1,1,3,510,314
456171365,658694,0,0,0,0,1,9,4,5363,19510,10373,5829,5936,14073,20,0,49,14,0,1,0,0,2111
456171365,2480298,0,0,0,0,3,3,8,5901,51008,19198,21940,4968,18311,20,27,583,4,0,1,2,0,591
456171365,1953520,1,0,0,0,2,7,2,6744,43887,24285,14666,3761,10638,2,32,493,3,1,1,0,0,871
456171365,2850294,1,0,0,0,6,3,3,8743,65960,51497,13896,11479,10400,124,0,56,2,2,1,3,0,0
456171365,1645131,1,0,0,0,2,10,2,7988,64274,720,63553,9680,5996,100,2,17,5,0,1,0,553,1151
456171365,1360173,1,0,0,0,16,3,5,12109,107628,0,106865,20318,14520,140,10,108,3,4,3,6,337,1222
456171365,4360818,1,0,0,0,2,12,3,7356,14284,8318,5965,4249,5027,5,0,1,9,2,1,0,0,172
456162295,9164163,0,0,0,0,5,6,6,10045,92130,72285,18703,22023,23493,119,2,89,12,0,2,4,0,563
456162295,4147282,0,0,0,0,12,2,6,13722,151343,74281,75943,20632,30393,193,14,229,7,0,3,5,588,2175
456162295,5445085,0,0,0,0,7,12,8,12638,152843,19360,125132,20940,30679,92,55,561,1,0,2,4,0,2320
456162295,7711251,0,1,0,0,6,10,13,11031,79707,43589,36041,13573,29199,115,10,94,11,1,1,3,0,0
456162295,1852966,0,0,0,0,4,19,5,11518,69059,37127,24548,14350,28132,79,1,128,20,0,1,0,0,6293
456162295,9732218,1,0,0,1,7,11,10,14495,154202,27060,115499,19713,22983,160,24,227,9,1,2,2,798,2554
456162295,2192487,1,0,0,0,8,6,4,15974,249090,39318,206675,27553,38304,271,13,703,10,3,1,5,0,18626
456162295,2941577,1,0,1,0,2,16,6,13156,90486,48057,38339,14264,24453,82,2,504,24,1,1,0,0,1518
456162295,5925397,1,0,0,0,9,9,8,14221,160255,47853,102533,25060,29999,75,58,444,8,0,2,5,0,1225
456162295,1927335,1,0,0,0,10,8,6,12911,112408,51939,30244,21132,18380,122,5,37,6,5,2,3,0,2165
456189895,6941898,0,0,0,0,7,3,7,10358,109249,83387,13372,17631,23480,166,6,387,6,0,1,3,0,3567
456189895,5733315,0,0,1,0,8,2,10,11313,141458,12285,128694,18579,20525,177,6,124,0,2,3,4,1004,295
456189895,9784635,0,0,0,0,0,2,9,5738,39522,22923,16588,7002,13631,57,0,181,4,0,0,0,0,99
456189895,8830476,0,0,0,0,3,2,12,7093,48695,9967,33547,8585,28646,33,20,209,6,0,1,0,0,2722
456189895,517254,0,0,0,1,0,10,11,7326,18448,15400,3048,11685,20030,9,0,85,19,0,0,0,0,40
456189895,1487149,1,1,0,0,17,6,1,13861,105455,66263,38475,23618,17455,173,0,1247,3,2,2,12,0,628
456189895,2864945,1,0,0,0,3,26,5,10242,25219,18172,7047,10949,20543,23,4,538,22,1,1,2,0,1138
456189895,3685260,1,0,0,0,5,24,5,13031,118975,13282,99674,11270,26319,49,55,3783,13,0,1,2,0,3494
456189895,6610733,1,0,0,0,11,4,3,14247,206365,29764,174826,22070,19295,237,25,947,8,1,2,7,473,497
456189895,5867440,1,0,0,0,13,15,5,14188,151870,0,151454,26502,16427,180,15,375,2,3,2,6,768,0
456187246,1793325,0,0,0,0,8,10,11,13677,95570,33344,61556,16595,28799,127,12,524,4,1,2,2,0,0
456187246,5296040,0,0,1,0,10,9,7,17589,264962,83456,179642,26053,28172,244,8,225,12,2,2,4,1206,986
456187246,4128669,0,0,0,0,11,10,8,18162,273408,14443,244571,30579,36477,142,83,433,10,1,2,3,1560,5031
456187246,1570851,0,1,0,0,10,8,11,16282,192336,19451,172657,33851,36765,213,3,143,8,3,2,3,1244,935
456187246,3364352,0,0,0,0,2,12,6,9474,17845,12299,4165,5983,28566,8,0,165,9,1,1,2,0,6006
456187246,3647994,1,0,0,0,10,13,7,18761,304083,26302,276764,34024,22766,295,19,232,12,3,3,7,1662,1037
456187246,2811950,1,0,0,0,12,12,7,15819,170945,20329,144835,26427,37645,192,2,405,14,0,3,4,0,6028
456187246,850462,1,0,0,0,9,10,6,13603,137075,121412,14721,24383,17311,154,2,62,6,0,1,3,0,1363
456187246,1829945,1,0,0,0,3,9,11,10204,54170,13540,40421,13430,20965,65,2,207,11,2,1,2,0,560
456187246,2864908,1,0,0,0,9,15,11,16797,201758,55759,118599,27688,45381,59,81,564,8,1,2,3,0,10680
456161644,6362932,0,0,0,0,3,1,6,6441,66595,7880,58715,11693,15285,110,1,53,4,0,1,0,714,365
456161644,1394652,0,0,0,0,2,4,7,6445,59099,48517,10013,12385,13025,96,6,199,2,0,1,0,0,261
456161644,940222,0,0,0,0,2,2,7,5438,45428,511,44916,8817,15003,63,6,35,3,0,2,2,0,0
456161644,4091164,0,0,0,0,1,0,2,4086,24368,5989,15629,3138,7615,6,20,196,3,0,1,0,0,318
456161644,4384871,0,0,0,0,0,3,8,4548,32703,27808,4894,5003,10194,29,0,214,6,0,0,0,0,573
456161644,6532828,1,0,0,0,5,7,2,8854,73357,53359,19335,7794,7803,125,2,78,7,2,1,5,0,509
456161644,2946471,1,1,0,1,11,4,1,10936,104172,2620,101517,13107,8855,130,6,59,4,4,2,10,934,2297
456161644,671317,1,0,1,0,3,20,0,9362,30959,16695,11402,9137,11446,32,0,59,5,2,1,3,0,2570
456161644,4976256,1,0,0,0,5,4,3,7913,65328,10679,47755,4749,14987,18,33,249,2,0,1,3,0,3486
456161644,2814331,1,0,0,0,6,5,2,10062,101386,12323,88645,14758,20524,154,7,80,5,2,2,5,0,4413
456160485,3870250,1,0,0,0,13,8,4,13801,119918,15219,98059,18308,26531,56,34,379,10,1,3,8,821,4723
456160485,5255487,1,0,0,1,5,8,1,13456,137752,30779,106973,11480,8400,201,9,5,7,2,2,3,920,1222
456160485,9586138,1,0,1,0,3,16,0,11353,48637,38535,10102,13451,12992,32,1,108,23,2,2,3,0,1245
456160485,3653892,1,0,0,0,4,12,6,15040,208574,21189,186695,15938,44919,231,39,147,6,2,2,2,0,8330
456160485,2508190,1,0,0,1,10,13,5,14158,115585,104613,10321,20460,18277,150,2,0,16,0,2,6,0,1193
456160485,6921318,0,1,0,0,8,4,12,11462,127594,111910,14665,33133,22393,143,9,58,9,0,1,2,0,406
456160485,4076909,0,0,0,0,0,6,7,7588,23462,17103,6358,5378,14836,13,0,286,27,0,0,0,0,3869
456160485,5581848,0,0,0,0,3,2,7,9265,95802,29415,60568,5429,33293,29,59,231,5,0,1,2,0,11040
456160485,5485367,0,0,0,0,3,4,4,12991,191793,56904,134888,15203,14308,275,10,720,12,1,1,0,623,1532
456160485,3357374,0,0,0,0,1,3,5,9514,103860,56545,47315,13193,22957,165,6,198,3,0,1,0,0,2215
456191265,2228260,1,0,0,0,16,6,2,17477,218567,123924,27248,32868,17064,245,11,42,16,1,2,10,0,5231
456191265,7331907,1,0,0,0,0,17,6,10832,17476,10500,6675,5526,17111,9,0,105,14,1,0,0,0,11727
456191265,2577173,1,0,0,0,12,8,3,17861,282349,4452,275362,31841,33870,283,14,396,12,4,1,8,1228,4559
456191265,1952899,1,0,0,0,3,11,4,13745,181991,135055,30071,12284,26301,58,75,446,9,2,1,2,0,2010
456191265,2850782,1,0,0,0,9,13,1,17379,231147,98493,124697,25267,20599,263,18,3,14,2,1,8,2026,3243
456191265,1168770,0,0,0,0,4,5,4,15975,235723,9291,226432,28525,17856,307,5,155,4,0,1,2,1095,537
456191265,10097901,0,0,0,0,1,1,9,9717,110596,5172,99751,2566,26887,43,69,357,9,0,1,0,0,534
456191265,5308938,0,1,0,0,9,0,9,14612,175446,27618,147827,17686,39038,245,4,104,10,1,3,5,491,1291
456191265,522606,0,0,0,0,2,3,11,10434,137262,115944,20547,19363,20192,161,0,552,3,1,1,0,0,328
456191265,535327,0,0,0,0,0,3,7,8080,35082,14094,12530,6037,33917,52,0,116,19,0,0,0,0,4163
456162247,765954,1,0,0,0,11,6,4,15033,192788,20,191652,24220,17840,244,23,182,4,2,1,5,0,1710
456162247,781531,1,0,0,0,8,15,5,12725,134954,120340,13520,24995,15922,153,16,428,10,1,2,4,0,577
456162247,2595932,1,0,1,0,12,8,5,12160,102618,454,96039,23774,16456,105,10,400,8,4,2,3,468,2796
456162247,4743812,1,0,0,0,1,22,1,10288,23394,12098,11091,11295,12604,9,0,231,31,0,1,0,0,10177
456162247,1796535,1,0,0,0,6,9,6,11163,117148,23867,74780,15528,24154,43,61,651,14,1,1,3,0,1703
456162247,480828,0,0,0,0,2,8,7,8500,85686,11547,67490,9699,25278,60,35,422,7,0,1,2,191,1051
456162247,3192172,0,0,0,0,9,4,8,10858,86796,69,77781,13793,19838,170,4,129,3,0,2,6,445,2232
456162247,442671,0,0,0,0,1,12,6,6982,20632,15194,4525,8443,25408,35,0,174,29,0,1,0,0,3394
456162247,1154211,0,1,0,0,6,10,10,9422,53651,38534,14199,15632,20475,107,1,196,4,0,1,2,0,210
456162247,3974257,0,0,0,0,3,2,7,7082,52740,38603,14136,10209,24772,99,0,123,6,0,1,0,0,873
456174412,7702437,0,0,0,0,3,1,8,5575,36091,30856,4559,8669,14333,43,0,0,6,0,1,0,0,115
456174412,5880300,0,1,0,0,5,3,5,7608,66148,20214,41234,10793,21397,50,23,581,9,0,1,2,0,2775
456174412,2092041,0,0,0,0,3,3,6,7868,75339,726,74262,15750,11996,139,0,72,6,0,1,0,502,0
456174412,3059030,0,0,0,0,2,3,6,7978,68564,14471,54093,8810,17211,146,5,52,6,1,1,2,371,607
456174412,5800578,0,0,0,0,1,5,7,5491,22190,18081,4108,8582,15784,17,0,49,7,0,1,0,0,1909
456174412,1646791,1,0,1,0,9,6,5,11029,84899,1287,83611,15415,19687,119,5,17,7,2,2,3,0,515
456174412,3098861,1,0,0,0,9,8,4,13253,162222,118486,31467,18585,24119,211,13,524,11,2,1,5,0,7742
456174412,1390381,1,0,0,1,1,11,1,10497,126258,13613,93343,6705,14393,67,56,902,11,1,1,0,0,1759
456174412,2280300,1,0,0,0,2,15,2,8705,20980,11608,5551,3845,19469,30,0,144,17,0,1,0,0,15475
456174412,524222,1,0,0,0,11,8,2,12801,137156,1512,135644,21292,12251,170,7,38,2,5,2,6,1263,276
456191206,3627058,1,0,0,0,3,7,1,7645,67377,17671,32992,5593,11234,26,41,391,8,0,1,2,0,507
456191206,629810,1,0,0,0,6,4,3,6929,32702,16422,15868,8046,7541,66,1,32,3,1,1,3,0,176
456191206,1524257,1,0,0,0,10,4,1,11597,104440,785,103655,13456,5586,169,3,78,9,3,1,10,771,559
456191206,4336904,1,0,0,0,6,5,2,9283,113548,32610,79438,11107,9750,156,17,792,10,1,2,5,0,805
456191206,10152764,1,0,0,0,2,6,0,5466,10934,2417,5588,1542,7404,18,0,9,2,1,1,2,0,2257
456191206,4492717,0,0,0,0,2,0,4,4954,34986,5829,25081,2896,11029,0,32,181,2,0,1,0,0,1960
456191206,2452556,0,0,0,0,0,1,10,4205,23820,0,23820,2204,11847,61,2,0,5,0,0,0,97,243
456191206,4061781,0,0,0,0,0,1,4,3942,7077,4228,2849,1718,7107,16,0,36,7,0,0,0,0,221
456191206,4332081,0,0,0,0,2,1,3,5374,22724,598,22125,4039,9665,59,0,23,3,1,1,2,0,141
456191206,7344402,0,1,0,0,3,2,6,6280,54893,48200,6395,9517,11391,94,0,162,4,0,1,0,0,145
456157833,6011000,0,0,0,0,4,3,9,6730,53623,20704,32578,12496,19549,72,0,331,9,0,1,2,0,430
456157833,4426709,0,0,0,0,5,2,11,8079,68051,17654,49747,10761,18905,110,6,31,7,0,3,3,504,237
456157833,1284315,0,0,0,0,1,12,7,6449,12740,7636,5104,5262,15238,7,0,89,10,0,1,0,0,2235
456157833,7790678,0,0,0,0,7,6,8,8382,60698,3513,57025,17534,16410,86,0,78,1,1,2,2,856,0
456157833,5920777,0,0,0,0,5,6,15,6753,37761,4684,30041,10404,25157,25,16,49,2,0,1,2,439,1658
456157833,4787915,1,1,1,0,7,5,6,11204,128027,328,127133,17638,19423,152,6,119,5,5,1,2,0,823
